miRNA,Target Gene (Entrez Gene ID)
hsa-mir-27a,221178
hsa-mir-27a,29761
hsa-mir-27a,3930
hsa-mir-27a,4649
hsa-mir-27a,1894
hsa-mir-27a,84706
hsa-mir-27a,253143
hsa-mir-27a,3223
hsa-mir-27a,116113
hsa-mir-27a,387263
hsa-mir-27a,54799
hsa-mir-27a,147991
hsa-mir-27a,4289
hsa-mir-27a,388650
hsa-mir-27a,64795
hsa-mir-27a,51421
hsa-mir-27a,10123
hsa-mir-27a,51277
hsa-mir-27a,65987
hsa-mir-27a,8894
hsa-mir-27a,27125
hsa-mir-27a,166968
hsa-mir-27a,63939
hsa-mir-27a,2872
hsa-mir-27a,100113407
hsa-mir-27a,57678
hsa-mir-27a,3977
hsa-mir-27a,58489
hsa-mir-27a,54891
hsa-mir-27a,168850
hsa-mir-27a,7157
hsa-mir-26b,23
hsa-mir-26b,1668
hsa-mir-26b,388569
hsa-mir-26b,54847
hsa-mir-26b,4710
hsa-mir-26b,5816
hsa-mir-26b,408
hsa-mir-26b,4190
hsa-mir-26b,143
hsa-mir-26b,2286
hsa-mir-26b,7076
hsa-mir-26b,10253
hsa-mir-26b,27296
hsa-mir-26b,1420
hsa-mir-26b,60506
hsa-mir-26b,442866
hsa-mir-26b,3821
hsa-mir-26b,2304
hsa-mir-26b,28957
hsa-mir-26b,4780
hsa-mir-26b,11068
hsa-mir-26b,79979
hsa-mir-26b,4007
hsa-mir-26b,3981
hsa-mir-26b,55625
hsa-mir-26b,10492
hsa-mir-26b,4108
hsa-mir-26b,1995
hsa-mir-26b,138151
hsa-mir-26b,6660
hsa-mir-26b,5209
hsa-mir-26b,79442
hsa-mir-26b,29980
hsa-mir-26b,10195
hsa-mir-26b,29071
hsa-mir-26b,759
hsa-mir-26b,51398
hsa-mir-26b,6727
hsa-mir-26b,30851
hsa-mir-26b,10206
hsa-mir-26b,54981
hsa-mir-26b,7597
hsa-mir-26b,80345
hsa-mir-26b,91543
hsa-mir-26b,55858
hsa-mir-26b,57089
hsa-mir-26b,5420
hsa-mir-26b,5700
hsa-mir-26b,6631
hsa-mir-26b,79650
hsa-mir-26b,1843
hsa-mir-26b,6035
hsa-mir-26b,2295
hsa-mir-26b,5277
hsa-mir-26b,26468
hsa-mir-26b,51174
hsa-mir-26b,55924
hsa-mir-26b,29113
hsa-mir-26b,83460
hsa-mir-26b,8999
hsa-mir-26b,27075
hsa-mir-26b,632
hsa-mir-26b,115123
hsa-mir-26b,55101
hsa-mir-26b,6625
hsa-mir-26b,28988
hsa-mir-26b,56128
hsa-mir-26b,57001
hsa-mir-26b,3396
hsa-mir-26b,27235
hsa-mir-26b,51727
hsa-mir-26b,8875
hsa-mir-26b,8611
hsa-mir-26b,79643
hsa-mir-26b,6257
hsa-mir-26b,550
hsa-mir-26b,5330
hsa-mir-26b,5009
hsa-mir-26b,6271
hsa-mir-26b,4224
hsa-mir-26b,10681
hsa-mir-26b,8370
hsa-mir-26b,4172
hsa-mir-26b,442186
hsa-mir-26b,23480
hsa-mir-26b,7700
hsa-mir-26b,10947
hsa-mir-26b,7358
hsa-mir-26b,1973
hsa-mir-26b,8601
hsa-mir-26b,27000
hsa-mir-26b,23325
hsa-mir-26b,7185
hsa-mir-26b,3617
hsa-mir-26b,51542
hsa-mir-26b,11019
hsa-mir-26b,6837
hsa-mir-26b,2651
hsa-mir-26b,7516
hsa-mir-26b,3954
hsa-mir-26b,55037
hsa-mir-26b,23312
hsa-mir-26b,9575
hsa-mir-26b,5332
hsa-mir-26b,81617
hsa-mir-26b,5908
hsa-mir-26b,81533
hsa-mir-26b,22894
hsa-mir-26b,4499
hsa-mir-26b,8658
hsa-mir-26b,55631
hsa-mir-26b,23268
hsa-mir-26b,7150
hsa-mir-26b,9823
hsa-mir-26b,79905
hsa-mir-26b,4193
hsa-mir-26b,659
hsa-mir-26b,476
hsa-mir-26b,55692
hsa-mir-26b,51430
hsa-mir-26b,4319
hsa-mir-26b,55577
hsa-mir-26b,770
hsa-mir-26b,22883
hsa-mir-26b,23547
hsa-mir-26b,51651
hsa-mir-26b,55002
hsa-mir-26b,23414
hsa-mir-26b,1667
hsa-mir-26b,26032
hsa-mir-26b,4317
hsa-mir-26b,8439
hsa-mir-26b,6511
hsa-mir-26b,23203
hsa-mir-26b,23211
hsa-mir-26b,6094
hsa-mir-26b,11080
hsa-mir-26b,1357
hsa-mir-26b,728113
hsa-mir-26b,9556
hsa-mir-26b,5031
hsa-mir-26b,9376
hsa-mir-26b,1032
hsa-mir-26b,4283
hsa-mir-26b,57834
hsa-mir-26b,5873
hsa-mir-26b,55272
hsa-mir-26b,10221
hsa-mir-26b,8438
hsa-mir-26b,3305
hsa-mir-26b,79971
hsa-mir-26b,57211
hsa-mir-26b,6722
hsa-mir-26b,51011
hsa-mir-26b,3689
hsa-mir-26b,83743
hsa-mir-26b,80205
hsa-mir-26b,5436
hsa-mir-26b,51490
hsa-mir-26b,10261
hsa-mir-26b,11274
hsa-mir-26b,3073
hsa-mir-26b,26778
hsa-mir-26b,79901
hsa-mir-26b,2886
hsa-mir-26b,5706
hsa-mir-26b,7637
hsa-mir-26b,55367
hsa-mir-26b,51299
hsa-mir-26b,53353
hsa-mir-26b,8309
hsa-mir-26b,10563
hsa-mir-26b,183
hsa-mir-26b,4604
hsa-mir-26b,5204
hsa-mir-26b,55512
hsa-mir-26b,2918
hsa-mir-26b,3508
hsa-mir-26b,22834
hsa-mir-26b,5071
hsa-mir-26b,79680
hsa-mir-26b,9162
hsa-mir-26b,22839
hsa-mir-26b,7498
hsa-mir-26b,64121
hsa-mir-26b,79057
hsa-mir-26b,54876
hsa-mir-26b,25833
hsa-mir-26b,54821
hsa-mir-26b,178
hsa-mir-26b,323
hsa-mir-26b,7187
hsa-mir-26b,6416
hsa-mir-26b,8493
hsa-mir-26b,694
hsa-mir-26b,51449
hsa-mir-26b,9114
hsa-mir-26b,10294
hsa-mir-26b,9960
hsa-mir-26b,54941
hsa-mir-26b,64418
hsa-mir-26b,34
hsa-mir-26b,9687
hsa-mir-26b,93323
hsa-mir-26b,2281
hsa-mir-26b,23471
hsa-mir-26b,58508
hsa-mir-26b,80223
hsa-mir-26b,10101
hsa-mir-26b,768
hsa-mir-26b,29844
hsa-mir-26b,2564
hsa-mir-26b,11147
hsa-mir-26b,80032
hsa-mir-26b,3801
hsa-mir-26b,790
hsa-mir-26b,286749
hsa-mir-26b,84818
hsa-mir-26b,5428
hsa-mir-26b,23560
hsa-mir-26b,29058
hsa-mir-26b,1579
hsa-mir-26b,55596
hsa-mir-26b,64919
hsa-mir-26b,5422
hsa-mir-26b,79747
hsa-mir-26b,8804
hsa-mir-26b,4686
hsa-mir-26b,10647
hsa-mir-26b,2953
hsa-mir-26b,29062
hsa-mir-26b,10983
hsa-mir-26b,488
hsa-mir-26b,9131
hsa-mir-26b,56142
hsa-mir-26b,4092
hsa-mir-26b,339005
hsa-mir-26b,5552
hsa-mir-26b,8744
hsa-mir-26b,54785
hsa-mir-26b,10474
hsa-mir-26b,374291
hsa-mir-26b,79886
hsa-mir-26b,124565
hsa-mir-26b,51371
hsa-mir-26b,8431
hsa-mir-26b,6778
hsa-mir-26b,2997
hsa-mir-26b,139081
hsa-mir-26b,4711
hsa-mir-26b,7045
hsa-mir-26b,26261
hsa-mir-26b,27231
hsa-mir-26b,56144
hsa-mir-26b,2702
hsa-mir-26b,4097
hsa-mir-26b,25847
hsa-mir-26b,84061
hsa-mir-26b,26538
hsa-mir-26b,9457
hsa-mir-26b,54918
hsa-mir-26b,2530
hsa-mir-26b,80006
hsa-mir-26b,9050
hsa-mir-26b,54101
hsa-mir-26b,10164
hsa-mir-26b,2850
hsa-mir-26b,25893
hsa-mir-26b,10625
hsa-mir-26b,440689
hsa-mir-26b,81577
hsa-mir-26b,8074
hsa-mir-26b,60487
hsa-mir-26b,54765
hsa-mir-26b,2898
hsa-mir-26b,6901
hsa-mir-26b,22877
hsa-mir-26b,7978
hsa-mir-26b,5116
hsa-mir-26b,7544
hsa-mir-26b,80008
hsa-mir-26b,9462
hsa-mir-26b,10368
hsa-mir-26b,79018
hsa-mir-26b,10749
hsa-mir-26b,10641
hsa-mir-26b,204851
hsa-mir-26b,4208
hsa-mir-26b,6299
hsa-mir-26b,783
hsa-mir-26b,3221
hsa-mir-26b,104
hsa-mir-26b,55248
hsa-mir-26b,56894
hsa-mir-26b,6049
hsa-mir-26b,54800
hsa-mir-26b,10472
hsa-mir-26b,26266
hsa-mir-26b,8694
hsa-mir-26b,51110
hsa-mir-26b,51200
hsa-mir-26b,29127
hsa-mir-26b,10058
hsa-mir-26b,91584
hsa-mir-26b,22893
hsa-mir-26b,10154
hsa-mir-26b,54898
hsa-mir-26b,6536
hsa-mir-26b,7699
hsa-mir-26b,4597
hsa-mir-26b,50804
hsa-mir-26b,55840
hsa-mir-26b,60558
hsa-mir-26b,23616
hsa-mir-26b,100272147
hsa-mir-26b,3622
hsa-mir-26b,4589
hsa-mir-26b,64318
hsa-mir-26b,9651
hsa-mir-26b,59338
hsa-mir-26b,79641
hsa-mir-26b,29094
hsa-mir-26b,387266
hsa-mir-26b,4905
hsa-mir-26b,6607
hsa-mir-26b,9086
hsa-mir-26b,126231
hsa-mir-26b,7262
hsa-mir-26b,9189
hsa-mir-26b,2176
hsa-mir-26b,5860
hsa-mir-26b,23240
hsa-mir-26b,56942
hsa-mir-26b,2335
hsa-mir-26b,56910
hsa-mir-26b,467
hsa-mir-26b,8635
hsa-mir-26b,10423
hsa-mir-26b,79943
hsa-mir-26b,23132
hsa-mir-26b,653689
hsa-mir-26b,8738
hsa-mir-26b,55754
hsa-mir-26b,23245
hsa-mir-26b,2350
hsa-mir-26b,9452
hsa-mir-26b,55285
hsa-mir-26b,53832
hsa-mir-26b,79731
hsa-mir-26b,284433
hsa-mir-26b,80759
hsa-mir-26b,79637
hsa-mir-26b,10785
hsa-mir-26b,35
hsa-mir-26b,140851
hsa-mir-26b,10514
hsa-mir-26b,10568
hsa-mir-26b,3632
hsa-mir-26b,8569
hsa-mir-26b,28965
hsa-mir-26b,540
hsa-mir-26b,29104
hsa-mir-26b,125113
hsa-mir-26b,9778
hsa-mir-26b,7884
hsa-mir-26b,8128
hsa-mir-26b,347344
hsa-mir-26b,23251
hsa-mir-26b,3321
hsa-mir-26b,389677
hsa-mir-26b,79727
hsa-mir-26b,5311
hsa-mir-26b,23224
hsa-mir-26b,23392
hsa-mir-26b,23476
hsa-mir-26b,80853
hsa-mir-26b,3458
hsa-mir-26b,9782
hsa-mir-26b,285672
hsa-mir-26b,9439
hsa-mir-26b,55213
hsa-mir-26b,23168
hsa-mir-26b,26539
hsa-mir-26b,55256
hsa-mir-26b,84908
hsa-mir-26b,25800
hsa-mir-26b,135948
hsa-mir-26b,55503
hsa-mir-26b,10252
hsa-mir-26b,9361
hsa-mir-26b,130074
hsa-mir-26b,27020
hsa-mir-26b,2938
hsa-mir-26b,63915
hsa-mir-26b,8576
hsa-mir-26b,5923
hsa-mir-26b,26189
hsa-mir-26b,80131
hsa-mir-26b,9415
hsa-mir-26b,54875
hsa-mir-26b,54972
hsa-mir-26b,389524
hsa-mir-26b,10753
hsa-mir-26b,23353
hsa-mir-26b,90011
hsa-mir-26b,79872
hsa-mir-26b,8991
hsa-mir-26b,7584
hsa-mir-26b,23040
hsa-mir-26b,8481
hsa-mir-26b,29100
hsa-mir-26b,5409
hsa-mir-26b,841
hsa-mir-26b,64216
hsa-mir-26b,56673
hsa-mir-26b,6170
hsa-mir-26b,9182
hsa-mir-26b,57113
hsa-mir-26b,9063
hsa-mir-26b,4931
hsa-mir-26b,90326
hsa-mir-26b,81555
hsa-mir-26b,9097
hsa-mir-26b,7324
hsa-mir-26b,51652
hsa-mir-26b,728378
hsa-mir-26b,9173
hsa-mir-26b,54784
hsa-mir-26b,54798
hsa-mir-26b,3750
hsa-mir-26b,445372
hsa-mir-26b,25776
hsa-mir-26b,1003
hsa-mir-26b,7409
hsa-mir-26b,147912
hsa-mir-26b,1564
hsa-mir-26b,6988
hsa-mir-26b,5268
hsa-mir-26b,9495
hsa-mir-26b,55156
hsa-mir-26b,7087
hsa-mir-26b,9540
hsa-mir-26b,6895
hsa-mir-26b,9267
hsa-mir-26b,10663
hsa-mir-26b,7571
hsa-mir-26b,65082
hsa-mir-26b,8883
hsa-mir-26b,2232
hsa-mir-26b,8019
hsa-mir-26b,57502
hsa-mir-26b,56616
hsa-mir-26b,8850
hsa-mir-26b,23097
hsa-mir-26b,10126
hsa-mir-26b,221154
hsa-mir-26b,5324
hsa-mir-26b,26064
hsa-mir-26b,757
hsa-mir-26b,4043
hsa-mir-26b,7336
hsa-mir-26b,1161
hsa-mir-26b,728269
hsa-mir-26b,53944
hsa-mir-26b,5713
hsa-mir-26b,9912
hsa-mir-26b,23085
hsa-mir-26b,26984
hsa-mir-26b,28962
hsa-mir-26b,54558
hsa-mir-26b,4144
hsa-mir-26b,9908
hsa-mir-26b,10622
hsa-mir-26b,552900
hsa-mir-26b,6286
hsa-mir-26b,51108
hsa-mir-26b,56656
hsa-mir-26b,261726
hsa-mir-26b,9390
hsa-mir-26b,28984
hsa-mir-26b,51084
hsa-mir-26b,3643
hsa-mir-26b,6866
hsa-mir-26b,9338
hsa-mir-26b,54623
hsa-mir-26b,64582
hsa-mir-26b,159163
hsa-mir-26b,3623
hsa-mir-26b,523
hsa-mir-26b,11272
hsa-mir-26b,9510
hsa-mir-26b,56924
hsa-mir-26b,54682
hsa-mir-26b,79867
hsa-mir-26b,79894
hsa-mir-26b,64167
hsa-mir-26b,27244
hsa-mir-26b,63933
hsa-mir-26b,842
hsa-mir-26b,9976
hsa-mir-26b,1967
hsa-mir-26b,23673
hsa-mir-26b,79042
hsa-mir-26b,7142
hsa-mir-26b,650
hsa-mir-26b,7936
hsa-mir-26b,23285
hsa-mir-26b,7072
hsa-mir-26b,8269
hsa-mir-26b,54517
hsa-mir-26b,4351
hsa-mir-26b,6638
hsa-mir-26b,56521
hsa-mir-26b,4259
hsa-mir-26b,11076
hsa-mir-26b,1370
hsa-mir-26b,23394
hsa-mir-26b,79366
hsa-mir-26b,3851
hsa-mir-26b,1992
hsa-mir-26b,10648
hsa-mir-26b,84163
hsa-mir-26b,1193
hsa-mir-26b,26007
hsa-mir-26b,1849
hsa-mir-26b,7016
hsa-mir-26b,56731
hsa-mir-26b,4694
hsa-mir-26b,80071
hsa-mir-26b,3418
hsa-mir-26b,8092
hsa-mir-26b,3577
hsa-mir-26b,5795
hsa-mir-26b,6643
hsa-mir-26b,8567
hsa-mir-26b,26354
hsa-mir-26b,63894
hsa-mir-26b,8036
hsa-mir-26b,6158
hsa-mir-26b,27348
hsa-mir-26b,10775
hsa-mir-26b,56890
hsa-mir-26b,157567
hsa-mir-26b,6119
hsa-mir-26b,54796
hsa-mir-26b,23345
hsa-mir-26b,6098
hsa-mir-26b,5096
hsa-mir-26b,6263
hsa-mir-26b,9819
hsa-mir-26b,5218
hsa-mir-26b,3475
hsa-mir-26b,3093
hsa-mir-26b,23670
hsa-mir-26b,55425
hsa-mir-26b,25940
hsa-mir-26b,23184
hsa-mir-26b,5534
hsa-mir-26b,7803
hsa-mir-26b,3562
hsa-mir-26b,28973
hsa-mir-26b,3162
hsa-mir-26b,9093
hsa-mir-26b,5696
hsa-mir-26b,5641
hsa-mir-26b,25959
hsa-mir-26b,51003
hsa-mir-26b,9526
hsa-mir-26b,65265
hsa-mir-26b,5889
hsa-mir-26b,64781
hsa-mir-26b,80221
hsa-mir-26b,5163
hsa-mir-26b,26472
hsa-mir-26b,2950
hsa-mir-26b,4670
hsa-mir-26b,284541
hsa-mir-26b,7091
hsa-mir-26b,201191
hsa-mir-26b,5704
hsa-mir-26b,3298
hsa-mir-26b,51167
hsa-mir-26b,23412
hsa-mir-26b,51696
hsa-mir-26b,51018
hsa-mir-26b,439
hsa-mir-26b,9538
hsa-mir-26b,3397
hsa-mir-26b,79698
hsa-mir-26b,64782
hsa-mir-26b,2669
hsa-mir-26b,91754
hsa-mir-26b,57821
hsa-mir-26b,1102
hsa-mir-26b,3781
hsa-mir-26b,1286
hsa-mir-26b,5294
hsa-mir-26b,85352
hsa-mir-26b,976
hsa-mir-26b,8581
hsa-mir-26b,5129
hsa-mir-26b,55013
hsa-mir-26b,8896
hsa-mir-26b,2879
hsa-mir-26b,79066
hsa-mir-26b,10897
hsa-mir-26b,5357
hsa-mir-26b,78987
hsa-mir-26b,2812
hsa-mir-26b,2014
hsa-mir-26b,9024
hsa-mir-26b,2664
hsa-mir-26b,80317
hsa-mir-26b,3299
hsa-mir-26b,23524
hsa-mir-26b,55321
hsa-mir-26b,162632
hsa-mir-26b,4923
hsa-mir-26b,10163
hsa-mir-26b,26225
hsa-mir-26b,3294
hsa-mir-26b,23475
hsa-mir-26b,9917
hsa-mir-26b,23531
hsa-mir-26b,375056
hsa-mir-26b,63904
hsa-mir-26b,79892
hsa-mir-26b,6875
hsa-mir-26b,201626
hsa-mir-26b,51555
hsa-mir-26b,84296
hsa-mir-26b,10285
hsa-mir-26b,51626
hsa-mir-26b,57107
hsa-mir-26b,51573
hsa-mir-26b,55007
hsa-mir-26b,2958
hsa-mir-26b,4331
hsa-mir-26b,2254
hsa-mir-26b,27330
hsa-mir-26b,23409
hsa-mir-26b,65117
hsa-mir-26b,57826
hsa-mir-26b,58487
hsa-mir-26b,93081
hsa-mir-26b,80145
hsa-mir-26b,7385
hsa-mir-26b,65109
hsa-mir-26b,9690
hsa-mir-26b,5161
hsa-mir-26b,24137
hsa-mir-26b,27129
hsa-mir-26b,10992
hsa-mir-26b,7296
hsa-mir-26b,54959
hsa-mir-26b,8013
hsa-mir-26b,1945
hsa-mir-26b,11258
hsa-mir-26b,9609
hsa-mir-26b,2290
hsa-mir-26b,3795
hsa-mir-26b,2634
hsa-mir-26b,8749
hsa-mir-26b,6354
hsa-mir-26b,64960
hsa-mir-26b,51326
hsa-mir-26b,4580
hsa-mir-26b,51116
hsa-mir-26b,49856
hsa-mir-26b,9052
hsa-mir-26b,215
hsa-mir-26b,81606
hsa-mir-26b,6726
hsa-mir-26b,29995
hsa-mir-26b,2550
hsa-mir-26b,10981
hsa-mir-26b,9904
hsa-mir-26b,7083
hsa-mir-26b,654483
hsa-mir-26b,2745
hsa-mir-26b,256051
hsa-mir-26b,60313
hsa-mir-26b,5157
hsa-mir-26b,5944
hsa-mir-26b,1522
hsa-mir-26b,2620
hsa-mir-26b,8518
hsa-mir-26b,3822
hsa-mir-26b,645
hsa-mir-26b,79085
hsa-mir-26b,7431
hsa-mir-26b,8444
hsa-mir-26b,7051
hsa-mir-26b,23624
hsa-mir-26b,6491
hsa-mir-26b,3428
hsa-mir-26b,57101
hsa-mir-26b,55540
hsa-mir-26b,5155
hsa-mir-26b,5019
hsa-mir-26b,55325
hsa-mir-26b,7415
hsa-mir-26b,23466
hsa-mir-26b,50613
hsa-mir-26b,6829
hsa-mir-26b,9081
hsa-mir-26b,1894
hsa-mir-26b,1854
hsa-mir-26b,6606
hsa-mir-26b,10954
hsa-mir-26b,285282
hsa-mir-26b,51068
hsa-mir-26b,29968
hsa-mir-26b,10302
hsa-mir-26b,3482
hsa-mir-26b,57608
hsa-mir-26b,8555
hsa-mir-26b,22908
hsa-mir-26b,80816
hsa-mir-26b,29093
hsa-mir-26b,6498
hsa-mir-26b,1289
hsa-mir-26b,25896
hsa-mir-26b,26273
hsa-mir-26b,55803
hsa-mir-26b,55556
hsa-mir-26b,1368
hsa-mir-26b,54454
hsa-mir-26b,10523
hsa-mir-26b,6431
hsa-mir-26b,389206
hsa-mir-26b,51571
hsa-mir-26b,57216
hsa-mir-26b,29086
hsa-mir-26b,54906
hsa-mir-26b,9531
hsa-mir-26b,1572
hsa-mir-26b,595
hsa-mir-26b,57326
hsa-mir-26b,4038
hsa-mir-26b,7692
hsa-mir-26b,4256
hsa-mir-26b,5935
hsa-mir-26b,64769
hsa-mir-26b,59336
hsa-mir-26b,4794
hsa-mir-26b,83461
hsa-mir-26b,5538
hsa-mir-26b,8480
hsa-mir-26b,440
hsa-mir-26b,1306
hsa-mir-26b,79075
hsa-mir-26b,9682
hsa-mir-26b,84981
hsa-mir-26b,9167
hsa-mir-26b,78995
hsa-mir-26b,4898
hsa-mir-26b,30012
hsa-mir-26b,5437
hsa-mir-26b,5859
hsa-mir-26b,51763
hsa-mir-26b,7991
hsa-mir-26b,5090
hsa-mir-26b,10850
hsa-mir-26b,50839
hsa-mir-26b,56548
hsa-mir-26b,55343
hsa-mir-26b,248
hsa-mir-26b,78994
hsa-mir-26b,57804
hsa-mir-26b,7165
hsa-mir-26b,1211
hsa-mir-26b,478
hsa-mir-26b,83440
hsa-mir-26b,316
hsa-mir-26b,7866
hsa-mir-26b,1154
hsa-mir-26b,90480
hsa-mir-26b,10139
hsa-mir-26b,360132
hsa-mir-26b,10827
hsa-mir-26b,1361
hsa-mir-26b,9837
hsa-mir-26b,55246
hsa-mir-26b,207
hsa-mir-26b,11046
hsa-mir-26b,4839
hsa-mir-26b,5435
hsa-mir-26b,1591
hsa-mir-26b,8838
hsa-mir-26b,10234
hsa-mir-26b,11237
hsa-mir-26b,2346
hsa-mir-26b,29760
hsa-mir-26b,4332
hsa-mir-26b,159013
hsa-mir-26b,5875
hsa-mir-26b,7294
hsa-mir-26b,6326
hsa-mir-26b,51765
hsa-mir-26b,1284
hsa-mir-26b,3487
hsa-mir-26b,11124
hsa-mir-26b,259266
hsa-mir-26b,5800
hsa-mir-26b,64778
hsa-mir-26b,50940
hsa-mir-26b,5520
hsa-mir-26b,22986
hsa-mir-26b,5217
hsa-mir-26b,4163
hsa-mir-26b,79654
hsa-mir-26b,55784
hsa-mir-26b,4601
hsa-mir-26b,23463
hsa-mir-26b,57532
hsa-mir-26b,10560
hsa-mir-26b,26278
hsa-mir-26b,201292
hsa-mir-26b,133
hsa-mir-26b,28968
hsa-mir-26b,3422
hsa-mir-26b,6698
hsa-mir-26b,2798
hsa-mir-26b,10906
hsa-mir-26b,26519
hsa-mir-26b,57720
hsa-mir-26b,5585
hsa-mir-26b,643641
hsa-mir-26b,51226
hsa-mir-26b,23705
hsa-mir-26b,8302
hsa-mir-26b,1565
hsa-mir-26b,10346
hsa-mir-26b,23293
hsa-mir-26b,80218
hsa-mir-26b,3976
hsa-mir-26b,6456
hsa-mir-26b,10519
hsa-mir-26b,5634
hsa-mir-26b,440738
hsa-mir-26b,2556
hsa-mir-26b,55619
hsa-mir-26b,5095
hsa-mir-26b,7786
hsa-mir-26b,2862
hsa-mir-26b,25987
hsa-mir-26b,6671
hsa-mir-26b,56965
hsa-mir-26b,9817
hsa-mir-26b,29803
hsa-mir-26b,645745
hsa-mir-26b,7041
hsa-mir-26b,65993
hsa-mir-26b,54039
hsa-mir-26b,7748
hsa-mir-26b,8346
hsa-mir-26b,84804
hsa-mir-26b,79587
hsa-mir-26b,11284
hsa-mir-26b,55211
hsa-mir-26b,4151
hsa-mir-26b,7298
hsa-mir-26b,100190938
hsa-mir-26b,79070
hsa-mir-26b,10561
hsa-mir-26b,27044
hsa-mir-26b,26233
hsa-mir-26b,2210
hsa-mir-26b,9915
hsa-mir-26b,2123
hsa-mir-26b,836
hsa-mir-26b,7832
hsa-mir-26b,9124
hsa-mir-26b,79969
hsa-mir-26b,5998
hsa-mir-26b,8525
hsa-mir-26b,6880
hsa-mir-26b,2220
hsa-mir-26b,54491
hsa-mir-26b,60343
hsa-mir-26b,10159
hsa-mir-26b,5939
hsa-mir-26b,9685
hsa-mir-26b,2021
hsa-mir-26b,79820
hsa-mir-26b,79414
hsa-mir-26b,140870
hsa-mir-26b,23450
hsa-mir-26b,7979
hsa-mir-26b,10051
hsa-mir-26b,11169
hsa-mir-26b,6674
hsa-mir-26b,9929
hsa-mir-26b,246243
hsa-mir-26b,3725
hsa-mir-26b,259217
hsa-mir-26b,999
hsa-mir-26b,9098
hsa-mir-26b,940
hsa-mir-26b,4311
hsa-mir-26b,56255
hsa-mir-26b,27314
hsa-mir-26b,2239
hsa-mir-26b,4685
hsa-mir-26b,26973
hsa-mir-26b,23219
hsa-mir-26b,23163
hsa-mir-26b,200081
hsa-mir-26b,6526
hsa-mir-26b,5366
hsa-mir-26b,6294
hsa-mir-26b,1814
hsa-mir-26b,80185
hsa-mir-26b,57124
hsa-mir-26b,1954
hsa-mir-26b,2539
hsa-mir-26b,10467
hsa-mir-26b,23647
hsa-mir-26b,56138
hsa-mir-26b,124222
hsa-mir-26b,2643
hsa-mir-26b,10438
hsa-mir-26b,6495
hsa-mir-26b,149603
hsa-mir-26b,1723
hsa-mir-26b,4728
hsa-mir-26b,56851
hsa-mir-26b,81792
hsa-mir-26b,51493
hsa-mir-26b,56906
hsa-mir-26b,3875
hsa-mir-26b,54793
hsa-mir-26b,51170
hsa-mir-26b,442862
hsa-mir-26b,7314
hsa-mir-26b,55176
hsa-mir-26b,29074
hsa-mir-26b,151313
hsa-mir-26b,64746
hsa-mir-26b,6273
hsa-mir-26b,7155
hsa-mir-26b,280658
hsa-mir-26b,1960
hsa-mir-26b,79646
hsa-mir-26b,147694
hsa-mir-26b,23384
hsa-mir-26b,55090
hsa-mir-26b,653781
hsa-mir-26b,54581
hsa-mir-26b,779
hsa-mir-26b,58985
hsa-mir-26b,79092
hsa-mir-26b,1515
hsa-mir-26b,3081
hsa-mir-26b,80255
hsa-mir-26b,79446
hsa-mir-26b,64135
hsa-mir-26b,10014
hsa-mir-26b,79814
hsa-mir-26b,11069
hsa-mir-26b,55852
hsa-mir-26b,23460
hsa-mir-26b,10273
hsa-mir-26b,653226
hsa-mir-26b,3931
hsa-mir-26b,6947
hsa-mir-26b,542767
hsa-mir-26b,6372
hsa-mir-26b,2693
hsa-mir-26b,55207
hsa-mir-26b,23212
hsa-mir-26b,5018
hsa-mir-26b,127703
hsa-mir-26b,201514
hsa-mir-26b,308
hsa-mir-26b,54996
hsa-mir-26b,55454
hsa-mir-26b,4045
hsa-mir-26b,84832
hsa-mir-26b,80000
hsa-mir-26b,6605
hsa-mir-26b,2562
hsa-mir-26b,7695
hsa-mir-26b,2000
hsa-mir-26b,23046
hsa-mir-26b,1497
hsa-mir-26b,80765
hsa-mir-26b,4821
hsa-mir-26b,56950
hsa-mir-26b,9881
hsa-mir-26b,55016
hsa-mir-26b,5058
hsa-mir-26b,23379
hsa-mir-26b,9258
hsa-mir-26b,55735
hsa-mir-26b,2936
hsa-mir-26b,7756
hsa-mir-26b,3033
hsa-mir-26b,2222
hsa-mir-26b,64682
hsa-mir-26b,5376
hsa-mir-26b,646
hsa-mir-26b,9892
hsa-mir-26b,8726
hsa-mir-26b,858
hsa-mir-26b,2584
hsa-mir-26b,3426
hsa-mir-26b,3283
hsa-mir-26b,79135
hsa-mir-26b,57017
hsa-mir-26b,9122
hsa-mir-26b,5459
hsa-mir-26b,10102
hsa-mir-26b,10449
hsa-mir-26b,79774
hsa-mir-26b,57096
hsa-mir-26b,2624
hsa-mir-26b,79957
hsa-mir-26b,79829
hsa-mir-26b,5864
hsa-mir-26b,57035
hsa-mir-26b,6632
hsa-mir-26b,9943
hsa-mir-26b,79006
hsa-mir-26b,11167
hsa-mir-26b,3029
hsa-mir-26b,54805
hsa-mir-26b,5276
hsa-mir-26b,51186
hsa-mir-26b,79913
hsa-mir-26b,64084
hsa-mir-26b,653145
hsa-mir-26b,7850
hsa-mir-26b,356
hsa-mir-26b,55723
hsa-mir-26b,7170
hsa-mir-26b,51286
hsa-mir-26b,6814
hsa-mir-26b,9697
hsa-mir-26b,2118
hsa-mir-26b,3575
hsa-mir-26b,5368
hsa-mir-26b,5892
hsa-mir-26b,10675
hsa-mir-26b,29118
hsa-mir-26b,150
