Negative Sample Scores,Sampling Category
0.480318617,0
0.47276848,0
0.468917717,0
0.498731563,0
0.45713632,0
0.460855105,0
0.454987719,0
0.482233348,0
0.483077161,0
0.495352236,0
0.477430315,0
0.490827522,0
0.491398326,0
0.467221897,0
0.465889907,0
0.499209761,0
0.477186094,0
0.476963029,0
0.462032337,0
0.458109439,0
0.44875963,0
0.483923941,0
0.468693231,0
0.471218104,0
0.492505331,0
0.479220855,0
0.494902574,0
0.466184703,0
0.454305561,0
0.487637503,0
0.473854208,0
0.459868502,0
0.497356162,0
0.493638586,0
0.461776909,0
0.476893605,0
0.463101182,0
0.486120794,0
0.465976165,0
0.493445468,0
0.473196604,0
0.481837003,0
0.462570838,0
0.471531578,0
0.474755483,0
0.471386168,0
0.468900008,0
0.490831965,0
0.449116251,0
0.457326922,0
0.496367426,0
0.468676485,0
0.460751411,0
0.4885012,0
0.463579775,0
0.469131999,0
0.473943626,0
0.468635437,0
0.461521522,0
0.482708186,0
0.445793043,0
0.496761058,0
0.470939825,0
0.458715762,0
0.471164502,0
0.457767913,0
0.467013341,0
0.499067051,0
0.477913919,0
0.459897052,0
0.484826213,0
0.478669225,0
0.45956766,0
0.446419571,0
0.48028621,0
0.497234558,0
0.478444057,0
0.45452077,0
0.459255322,0
0.498551379,0
0.481762707,0
0.472148557,0
0.45071119,0
0.473401241,0
0.461588422,0
0.482871116,0
0.472207684,0
0.474626707,0
0.457390241,0
0.458448151,0
0.494630726,0
0.452873884,0
0.496321009,0
0.492036059,0
0.499699645,0
0.47221681,0
0.46922725,0
0.452236359,0
0.457482515,0
0.469034944,0
0.473891822,0
0.454399849,0
0.461694017,0
0.446019306,0
0.498964974,0
0.480650585,0
0.468575668,0
0.449078788,0
0.47923693,0
0.491568892,0
0.456948492,0
0.474424134,0
0.47987743,0
0.461027899,0
0.486744032,0
0.464479718,0
0.454928851,0
0.456257611,0
0.471776835,0
0.470935789,0
0.457229447,0
0.472544228,0
0.456305812,0
0.460653256,0
0.462806476,0
0.475690841,0
0.466634105,0
0.469645646,0
0.471494613,0
0.495346962,0
0.445511899,0
0.458578311,0
0.494042839,0
0.46376219,0
0.497697641,0
0.485322493,0
0.476404287,0
0.461588601,0
0.45529515,0
0.458382064,0
0.495512406,0
0.486613013,0
0.449830034,0
0.462179301,0
0.482752339,0
0.460880225,0
0.453666614,0
0.47094728,0
0.488347118,0
0.453635387,0
0.460280536,0
0.494937708,0
0.456675377,0
0.497987021,0
0.458175974,0
0.458038285,0
0.46933617,0
0.481758335,0
0.49950599,0
0.471458755,0
0.451182161,0
0.469987159,0
0.449981535,0
0.465450588,0
0.492329089,0
0.458833981,0
0.454581037,0
0.447400181,0
0.468196861,0
0.485539089,0
0.491840839,0
0.464693008,0
0.469599153,0
0.451465438,0
0.488234317,0
0.49966371,0
0.472805139,0
0.485558236,0
0.462413623,0
0.449375294,0
0.451146242,0
0.496388498,0
0.492039908,0
0.455392579,0
0.46023076,0
0.473312576,0
0.48580836,0
0.450789986,0
0.474559568,0
0.461370232,0
0.445081654,0
0.44981058,0
0.451506931,0
0.446029399,0
0.453072675,0
0.496428606,0
0.475991452,0
0.456903791,0
0.459142382,0
0.458202473,0
0.464555816,0
0.478407518,0
0.447009454,0
0.453334784,0
0.494201615,0
0.4815102,0
0.499311638,0
0.477386492,0
0.466474757,0
0.461043327,0
0.46949606,0
0.493198557,0
0.471263361,0
0.461775497,0
0.457822742,0
0.462303799,0
0.498548222,0
0.456454201,0
0.461327661,0
0.49245485,0
0.457155436,0
0.457246672,0
0.457444348,0
0.496348252,0
0.472985492,0
0.46058896,0
0.480280611,0
0.463139666,0
0.454185797,0
0.446571046,0
0.455458506,0
0.461492694,0
0.496726082,0
0.481159307,0
0.459132349,0
0.456150908,0
0.494245512,0
0.49069256,0
0.489100917,0
0.445443344,0
0.468811261,0
0.459331551,0
0.482566822,0
0.470129527,0
0.461885641,0
0.499217873,0
0.497613941,0
0.466663384,0
0.495508608,0
0.451504724,0
0.488241891,0
0.448422398,0
0.474331465,0
0.458633327,0
0.452762145,0
0.490352008,0
0.473413744,0
0.494272318,0
0.461368913,0
0.453252327,0
0.452326503,0
0.471019509,0
0.458130679,0
0.46751594,0
0.488068773,0
0.478609464,0
0.45742566,0
0.468626846,0
0.481948659,0
0.497914907,0
0.469694137,0
0.457755266,0
0.497714836,0
0.460193684,0
0.452000398,0
0.462099545,0
0.479603672,0
0.456935982,0
0.462883504,0
0.457643072,0
0.456722801,0
0.49870273,0
0.45783796,0
0.478832452,0
0.489810951,0
0.448013731,0
0.484216751,0
0.481209279,0
0.460379273,0
0.483128573,0
0.467632851,0
0.472044111,0
0.478043787,0
0.446688569,0
0.461790233,0
0.47159884,0
0.46079226,0
0.481253025,0
0.458879406,0
0.466971248,0
0.458890843,0
0.491260695,0
0.472841773,0
0.458251471,0
0.497574329,0
0.452216864,0
0.47506904,0
0.466983855,0
0.454489957,0
0.459198696,0
0.451818979,0
0.461276579,0
0.457868288,0
0.464118765,0
0.453024221,0
0.471811514,0
0.450081329,0
0.491289729,0
0.45735077,0
0.499740693,0
0.497400883,0
0.46929178,0
0.499575105,0
0.490669818,0
0.461966641,0
0.460289337,0
0.471421515,0
0.467847411,0
0.479682085,0
0.498071777,0
0.457792223,0
0.449678651,0
0.479990233,0
0.44583388,0
0.455386101,0
0.471378852,0
0.456446351,0
0.469414039,0
0.459900242,0
0.471886498,0
0.477465988,0
0.472171506,0
0.48795151,0
0.467701973,0
0.465020925,0
0.499838598,0
0.493943009,0
0.499399193,0
0.468122778,0
0.486875823,0
0.461913384,0
0.486453703,0
0.495268936,0
0.459223331,0
0.461101139,0
0.460571842,0
0.460062607,0
0.474729704,0
0.47749321,0
0.459400776,0
0.482708031,0
0.482366573,0
0.468370226,0
0.499296145,0
0.487428563,0
0.465276226,0
0.495034478,0
0.480085373,0
0.471581553,0
0.493221653,0
0.458196284,0
0.471157027,0
0.464039812,0
0.480282633,0
0.460785336,0
0.49088429,0
0.45058751,0
0.450280692,0
0.463751031,0
0.478296724,0
0.46204784,0
0.482253033,0
0.488719155,0
0.454837788,0
0.464065616,0
0.461289294,0
0.45286623,0
0.468010276,0
0.466351602,0
0.467288082,0
0.481789683,0
0.477915364,0
0.496533796,0
0.452669333,0
0.493524502,0
0.466331417,0
0.458843925,0
0.462240606,0
0.474155155,0
0.446979606,0
0.447040158,0
0.451590692,0
0.483480415,0
0.46389233,0
0.478463471,0
0.455897881,0
0.46156564,0
0.494673819,0
0.496316434,0
0.448895214,0
0.470650105,0
0.480506151,0
0.472457491,0
0.468096331,0
0.452262449,0
0.498125331,0
0.459961131,0
0.499693363,0
0.460786613,0
0.46974688,0
0.471364019,0
0.480444563,0
0.49818603,0
0.478968145,0
0.484920564,0
0.470815015,0
0.462545931,0
0.478600565,0
0.446734647,0
0.473917061,0
0.445497722,0
0.471393768,0
0.447423775,0
0.457481324,0
0.466522897,0
0.447502449,0
0.485283207,0
0.460033191,0
0.448621658,0
0.494977181,0
0.45630708,0
0.457903787,0
0.462411229,0
0.478441053,0
0.469897828,0
0.499206831,0
0.479413749,0
0.478826171,0
0.471482889,0
0.45790062,0
0.494587919,0
0.456237106,0
0.483944652,0
0.483543723,0
0.47921769,0
0.470747143,0
0.491456382,0
0.487506136,0
0.488521702,0
0.492969623,0
0.459148533,0
0.471046695,0
0.469865237,0
0.465957922,0
0.463540709,0
0.498909292,0
0.498036668,0
0.493199394,0
0.487703442,0
0.496648773,0
0.452421615,0
0.488089808,0
0.483219497,0
0.455178376,0
0.470442406,0
0.459340961,0
0.45406124,0
0.461335682,0
0.470909125,0
0.450669334,0
0.486774106,0
0.462640889,0
0.466585966,0
0.458970604,0
0.481749474,0
0.493754267,0
0.499687843,0
0.457675513,0
0.499357303,0
0.451740895,0
0.496465704,0
0.460834962,0
0.460026681,0
0.485810124,0
0.46394395,0
0.49970671,0
0.492131515,0
0.445003846,0
0.499011746,0
0.470168124,0
0.471654924,0
0.479813032,0
0.471185652,0
0.46576826,0
0.449823263,0
0.46868149,0
0.463797349,0
0.489846961,0
0.49871535,0
0.458110802,0
0.454577975,0
0.492544033,0
0.459774543,0
0.47215577,0
0.494395,0
0.459924763,0
0.469958381,0
0.460871342,0
0.458237104,0
0.479423685,0
0.46809173,0
0.488097354,0
0.447067234,0
0.464058299,0
0.49825512,0
0.456290105,0
0.453658722,0
0.484633568,0
0.469772307,0
0.461134029,0
0.445040697,0
0.49976217,0
0.461035681,0
0.454176157,0
0.466306978,0
0.499096181,0
0.499306085,0
0.465715014,0
0.462173047,0
0.450495991,0
0.472907661,0
0.461536513,0
0.468041025,0
0.479100682,0
0.444655889,0
0.46395254,0
0.456709717,0
0.461045417,0
0.498809595,0
0.481502845,0
0.458661349,0
0.455783478,0
0.496696446,0
0.457608321,0
0.481104768,0
0.466184006,0
0.461121488,0
0.465364785,0
0.489687463,0
0.462655425,0
0.498837522,0
0.499826515,0
0.48416217,0
0.499343215,0
0.499843355,0
0.499273941,0
0.458548344,0
0.471576978,0
0.495416956,0
0.460999122,0
0.484193082,0
0.461717719,0
0.48673255,0
0.478027293,0
0.454117995,0
0.49664625,0
0.46162166,0
0.460291951,0
0.479915121,0
0.470558064,0
0.459652421,0
0.46239045,0
0.472040535,0
0.466875488,0
0.480151591,0
0.496182634,0
0.47608898,0
0.455841516,0
0.466596195,0
0.496978224,0
0.479500108,0
0.498937362,0
0.478243412,0
0.491225578,0
0.484003943,0
0.4623637,0
0.498611474,0
0.494612044,0
0.497139306,0
0.49536879,0
0.467622328,0
0.458838654,0
0.47065074,0
0.47027168,0
0.45080643,0
0.491599755,0
0.494208427,0
0.46276318,0
0.485948541,0
0.451738938,0
0.470784883,0
0.458089706,0
0.461057076,0
0.445388316,0
0.467600589,0
0.461203212,0
0.499019146,0
0.462938415,0
0.496343565,0
0.466153113,0
0.497524373,0
0.486902774,0
0.493933625,0
0.468253773,0
0.464410816,0
0.462211811,0
0.469974834,0
0.453508077,0
0.497463257,0
0.471408871,0
0.496684024,0
0.497178325,0
0.482362519,0
0.472173295,0
0.467703937,0
0.476069989,0
0.497934172,0
0.459788793,0
0.497001651,0
0.492172772,0
0.453772164,0
0.479462928,0
0.490814551,0
0.468038201,0
0.460329724,0
0.497393751,0
0.456466229,0
0.478858752,0
0.469445591,0
0.459537116,0
0.453179545,0
0.447062599,0
0.450205398,0
0.480764608,0
0.494369001,0
0.461395347,0
0.496090872,0
0.482552457,0
0.450927569,0
0.458561969,0
0.468487462,0
0.478406116,0
0.447048892,0
0.471451943,0
0.448352844,0
0.498525854,0
0.46505043,0
0.494768188,0
0.489178563,0
0.484527859,0
0.482315759,0
0.459712095,0
0.497975939,0
0.457717543,0
0.477287631,0
0.491793585,0
0.498540527,0
0.494913555,0
0.458599711,0
0.466544856,0
0.490779071,0
0.460490735,0
0.469379424,0
0.459114181,0
0.473824282,0
0.488307442,0
0.471615628,0
0.470779968,0
0.448576411,0
0.460560205,0
0.446099838,0
0.465140984,0
0.449599492,0
0.479231776,0
0.457988722,0
0.490503635,0
0.447291255,0
0.457139839,0
0.458215531,0
0.481967986,0
0.459248021,0
0.497787589,0
0.477678814,0
0.485596062,0
0.48677257,0
0.470710728,0
0.469239324,0
0.468272507,0
0.494719444,0
0.448306846,0
0.478650791,0
0.459479909,0
0.466545119,0
0.469595788,0
0.467766565,0
0.458194702,0
0.497650962,0
0.45629402,0
0.454421745,0
0.45336258,0
0.459439251,0
0.499892715,0
0.499987888,0
0.480068076,0
0.48282691,0
0.459757787,0
0.481600023,0
0.479278193,0
0.481398846,0
0.496766223,0
0.485890215,0
0.451528028,0
0.472891566,0
0.461389139,0
0.486259925,0
0.447626383,0
0.474331259,0
0.454090717,0
0.485690816,0
0.448240684,0
0.452976543,0
0.490464711,0
0.470845588,0
0.495788485,0
0.463642879,0
0.475426127,0
0.459230347,0
0.459616743,0
0.492631206,0
0.499032244,0
0.470133259,0
0.483713559,0
0.462027791,0
0.491528738,0
0.480608197,0
0.48386187,0
0.450140608,0
0.478879064,0
0.46555573,0
0.457488037,0
0.471588274,0
0.485308088,0
0.496877846,0
0.459894623,0
0.451305923,0
0.473108644,0
0.458691348,0
0.484919036,0
0.495947249,0
0.497918465,0
0.47163578,0
0.455556861,0
0.467442718,0
0.490324963,0
0.461408301,0
0.47166852,0
0.495109196,0
0.473157377,0
0.446794479,0
0.457932165,0
0.448354098,0
0.457710064,0
0.465414936,0
0.48828354,0
0.46162032,0
0.469937405,0
0.47533843,0
0.469192712,0
0.446954633,0
0.471502186,0
0.49283875,0
0.48467147,0
0.477245002,0
0.483228437,0
0.463564213,0
0.447350518,0
0.453448036,0
0.492883556,0
0.459610603,0
0.498854065,0
0.489049151,0
0.470236433,0
0.488897965,0
0.45777798,0
0.495698714,0
0.493222463,0
0.49786849,0
0.494581067,0
0.460394974,0
0.458759852,0
0.497038847,0
0.472828323,0
0.487332876,0
0.478811215,0
0.459931254,0
0.459595552,0
0.476855846,0
0.455600129,0
0.49938192,0
0.453100527,0
0.455386373,0
0.456159841,0
0.450592367,0
0.451752357,0
0.458561587,0
0.472742164,0
0.472812009,0
0.460355386,0
0.478240398,0
0.493546071,0
0.459512787,0
0.454983843,0
0.474331114,0
0.494485831,0
0.499071644,0
0.499461833,0
0.470853955,0
0.496200791,0
0.49664821,0
0.496598047,0
0.467624357,0
0.496748018,0
0.467920576,0
0.484281461,0
0.47848713,0
0.496669702,0
0.448491943,0
0.460335204,0
0.457502847,0
0.467288739,0
0.499003529,0
0.458598619,0
0.480037407,0
0.488839152,0
0.492996818,0
0.461083895,0
0.495814063,0
0.451232155,0
0.45265256,0
0.470464887,0
0.448928231,0
0.489643319,0
0.469533029,0
0.454999168,0
0.458084589,0
0.49149501,0
0.475106369,0
0.487283171,0
0.458703646,0
0.455565001,0
0.482924705,0
0.481140105,0
0.464795317,0
0.478479604,0
0.497987371,0
0.461647092,0
0.474719416,0
0.490506641,0
0.494369508,0
0.452764264,0
0.471788782,0
0.45310705,0
0.458870564,0
0.465412331,0
0.463251005,0
0.478119947,0
0.456955333,0
0.48398962,0
0.470007404,0
0.449187185,0
0.49883483,0
0.471254264,0
0.499014074,0
0.462101618,0
0.495823372,0
0.457943333,0
0.495966917,0
0.450344273,0
0.491201678,0
0.480335353,0
0.49983119,0
0.484394198,0
0.461914948,0
0.494436847,0
0.484987773,0
0.466833379,0
0.482079327,0
0.467623754,0
0.471668178,0
0.484447791,0
0.455523333,0
0.445915112,0
0.495861969,0
0.46710347,0
0.457353143,0
0.468854721,0
0.453041928,0
0.455354886,0
0.47855047,0
0.459472406,0
0.456871547,0
0.461323752,0
0.460459224,0
0.457572315,0
0.471663394,0
0.494933921,0
0.465546459,0
0.450096303,0
0.456724533,0
0.491572931,0
0.467052759,0
0.465144601,0
0.488150826,0
0.498270942,0
0.46156434,0
0.466220521,0
0.465795811,0
0.462639945,0
0.461739166,0
0.458431862,0
0.461892183,0
0.484533561,0
0.477085874,0
0.459290537,0
0.464285337,0
0.462462471,0
0.48915765,0
0.483851448,0
0.466834547,0
0.466298596,0
0.466830621,0
0.466964843,0
0.498960091,0
0.496478836,0
0.48117687,0
0.499672673,0
0.456046395,0
0.499262216,0
0.457902933,0
0.47079164,0
0.473175193,0
0.460952853,0
0.47627031,0
0.499492833,0
0.497520288,0
0.456943668,0
0.48217292,0
0.497668917,0
0.457278235,0
0.466364501,0
0.456135068,0
0.499165911,0
0.496560757,0
0.480924069,0
0.456124562,0
0.474083243,0
0.461353515,0
0.45533116,0
0.486138685,0
0.499054391,0
0.461013174,0
0.454231781,0
0.472024587,0
0.482276069,0
0.45056539,0
0.492974177,0
0.463010408,0
0.470117353,0
0.458430174,0
0.469343089,0
0.476304598,0
0.460371137,0
0.458151149,0
0.459744196,0
0.484974863,0
0.466867384,0
0.481740262,0
0.482124234,0
0.464646922,0
0.460232946,0
0.460749264,0
0.462979354,0
0.476481371,0
0.449048657,0
0.448489631,0
0.459744126,0
0.460389598,0
0.491997129,0
0.480054847,0
0.498457042,0
0.46484182,0
0.480760005,0
0.459226949,0
0.466196944,0
0.499615518,0
0.491127169,0
0.446276695,0
0.499133003,0
0.456413887,0
0.491160199,0
0.451133465,0
0.471319996,0
0.446673196,0
0.483641673,0
0.471554454,0
0.460500479,0
0.49944208,0
0.453432303,0
0.484173746,0
0.472993943,0
0.461284483,0
0.460043575,0
0.460389898,0
0.467093322,0
0.463110802,0
0.451010729,0
0.448010279,0
0.452524311,0
0.461623029,0
0.488779662,0
0.444352385,0
0.472580429,0
0.484616212,0
0.475165099,0
0.459091425,0
0.45480296,0
0.461332656,0
0.488224195,0
0.495994128,0
0.455605895,0
0.482612671,0
0.486389898,0
0.460769578,0
0.499319568,0
0.464069851,0
0.488860479,0
0.499216878,0
0.455731728,0
0.453924408,0
0.481717749,0
0.457242153,0
0.491413954,0
0.461375916,0
0.479844091,0
0.459878259,0
0.480326622,0
0.486837802,0
0.490033765,0
0.460905479,0
0.452149979,0
0.460848476,0
0.492939927,0
0.49962006,0
0.484027444,0
0.462905305,0
0.45791636,0
0.456191752,0
0.497394131,0
0.485356626,0
0.471827882,0
0.452383285,0
0.458357257,0
0.493393137,0
0.458899194,0
0.490577666,0
0.448628089,0
0.473437057,0
0.461295308,0
0.467151357,0
0.462251459,0
0.461723881,0
0.471708187,0
0.452241187,0
0.4934507,0
0.478706742,0
0.498896889,0
0.471735931,0
0.452317548,0
0.456868823,0
0.458959,0
0.498170803,0
0.448979236,0
0.459929676,0
0.461820207,0
0.445932022,0
0.479157799,0
0.479317139,0
0.459629782,0
0.446212857,0
0.459455066,0
0.456257705,0
0.473579619,0
0.47374719,0
0.469889451,0
0.477032148,0
0.456042835,0
0.451384192,0
0.470393176,0
0.45384382,0
0.475176154,0
0.471551513,0
0.49173719,0
0.462024167,0
0.45749587,0
0.459237437,0
0.493153735,0
0.498293324,0
0.498508167,0
0.456443441,0
0.483089325,0
0.451201747,0
0.490597926,0
0.471309217,0
0.460234566,0
0.474833535,0
0.498978194,0
0.445536852,0
0.467124633,0
0.4809076,0
0.454128734,0
0.488528596,0
0.472729868,0
0.49101507,0
0.472404752,0
0.470545675,0
0.483884182,0
0.472884993,0
0.47524262,0
0.453177654,0
0.477381897,0
0.460638684,0
0.468335814,0
0.468684304,0
0.447187326,0
0.471745002,0
0.498656933,0
0.466918484,0
0.496883168,0
0.455067179,0
0.46690005,0
0.48551688,0
0.454156136,0
0.471408488,0
0.49501247,0
0.467926096,0
0.454135298,0
0.457805141,0
0.491480327,0
0.473274633,0
0.459884148,0
0.499121196,0
0.470256913,0
0.460263179,0
0.459899405,0
0.493719605,0
0.476016599,0
0.447205078,0
0.458766862,0
0.481743877,0
0.452672385,0
0.479518712,0
0.498143746,0
0.46502337,0
0.452346507,0
0.471465326,0
0.469427915,0
0.456856587,0
0.469085659,0
0.454574296,0
0.457789689,0
0.459913488,0
0.455370555,0
0.48691293,0
0.457443308,0
0.446429703,0
0.469041468,0
0.446333349,0
0.464161475,0
0.471232107,0
0.474628697,0
0.46095867,0
0.49991443,0
0.456248863,0
0.488237451,0
0.491087079,0
0.452849057,0
0.486232271,0
0.47896954,0
0.457363963,0
0.460758967,0
0.456598653,0
0.497174448,0
0.456494938,0
0.457746718,0
0.470892671,0
0.457358005,0
0.496815391,0
0.447212069,0
0.498106192,0
0.476917656,0
0.45804218,0
0.456527549,0
0.461005938,0
0.457186213,0
0.484611796,0
0.459599245,0
0.459949069,0
0.447838898,0
0.461766544,0
0.491106338,0
0.464635743,0
0.486398029,0
0.491718065,0
0.469814801,0
0.46174392,0
0.459339558,0
0.497443142,0
0.456333874,0
0.461261169,0
0.448586236,0
0.465448062,0
0.465391713,0
0.460985322,0
0.447742894,0
0.456179916,0
0.470966199,0
0.490986499,0
0.459320822,0
0.443899924,0
0.481060426,0
0.479119908,0
0.487954773,0
0.499840368,0
0.498083397,0
0.458076884,0
0.456580382,0
0.461847059,0
0.463068205,0
0.47984787,0
0.465697728,0
0.458048753,0
0.482366668,0
0.472088457,0
0.49725026,0
0.461634258,0
0.44970054,0
