Positive Sample Scores,Sampling Category
0.509017572,1
0.516865786,1
0.514570561,1
0.514291638,1
0.503137769,1
0.506320681,1
0.516449966,1
0.506357915,1
0.503313569,1
0.518269243,1
0.510245533,1
0.509265669,1
0.501231965,1
0.507288244,1
0.512371622,1
0.503883029,1
0.512891577,1
0.50020552,1
0.50903096,1
0.515975051,1
0.502122995,1
0.505716771,1
0.500915814,1
0.503314589,1
0.505562208,1
0.512276342,1
0.500854682,1
0.505918839,1
0.505076323,1
0.507604081,1
0.50542206,1
0.511005555,1
0.513172759,1
0.508385089,1
0.516570265,1
0.509889625,1
0.510689461,1
0.506142938,1
0.509042901,1
0.513547828,1
0.505806731,1
0.510742479,1
0.50414466,1
0.515572257,1
0.50154862,1
0.507838653,1
0.511295718,1
0.514832439,1
0.503817121,1
0.513956858,1
0.509003937,1
0.513548675,1
0.505884536,1
0.507342362,1
0.511745346,1
0.500875179,1
0.511738143,1
0.510301812,1
0.505601658,1
0.508896586,1
0.505019629,1
0.510427163,1
0.503668187,1
0.51177971,1
0.505660016,1
0.511850058,1
0.503903366,1
0.516608021,1
0.505293025,1
0.505826501,1
0.516581317,1
0.510486954,1
0.508630408,1
0.50994674,1
0.502268497,1
0.511193405,1
0.501532635,1
0.501964307,1
0.516409807,1
0.515576863,1
0.504004302,1
0.514190596,1
0.501683321,1
0.517938715,1
0.518575876,1
0.50517712,1
0.510365242,1
0.501731038,1
0.500097232,1
0.500733099,1
0.509275873,1
0.502422716,1
0.503390801,1
0.510861536,1
0.503768049,1
0.50566577,1
0.512372921,1
0.513534033,1
0.506697282,1
0.501825434,1
0.513516024,1
0.512357328,1
0.515368008,1
0.511195826,1
0.512376424,1
0.502782001,1
0.510741872,1
0.500898327,1
0.512642045,1
0.513910644,1
0.503832927,1
0.505912132,1
0.50719705,1
0.510930568,1
0.514467073,1
0.507799757,1
0.512667928,1
0.502277299,1
0.516931776,1
0.516478545,1
0.509483428,1
0.507551768,1
0.508047115,1
0.511506745,1
0.504594586,1
0.513108913,1
0.512795923,1
0.514325266,1
0.512920783,1
0.51054821,1
0.50960666,1
0.506487168,1
0.504809812,1
0.505019249,1
0.501828724,1
0.512045279,1
0.510503142,1
0.503991435,1
0.514137146,1
0.516749823,1
0.504532173,1
0.514466761,1
0.50010667,1
0.508313146,1
0.513239454,1
0.508611693,1
0.503839245,1
0.50407765,1
0.508414113,1
0.504241308,1
0.522888619,1
0.506736012,1
0.511506213,1
0.517939209,1
0.502841154,1
0.516075363,1
0.502334588,1
0.500072127,1
0.50812388,1
0.510940816,1
0.513353884,1
0.51168407,1
0.503677876,1
0.500443115,1
0.505999172,1
0.511928201,1
0.506968369,1
0.503754614,1
0.514071713,1
0.505506805,1
0.510645404,1
0.509097948,1
0.505041124,1
0.514504025,1
0.513107336,1
0.51375318,1
0.506859322,1
0.500098505,1
0.51412601,1
0.501703073,1
0.513110871,1
0.508130461,1
0.510290272,1
0.511242667,1
0.500579202,1
0.512470963,1
0.502250342,1
0.50713689,1
0.510538674,1
0.507278756,1
0.510748451,1
0.503324244,1
0.510904551,1
0.507681533,1
0.512880779,1
0.51167505,1
0.510046613,1
0.504815934,1
0.501686849,1
0.503444466,1
0.508487397,1
0.501433559,1
0.506189229,1
0.503453673,1
0.509786737,1
0.511311977,1
0.507715078,1
0.50056829,1
0.504397724,1
0.508333343,1
0.509663636,1
0.501364454,1
0.506706013,1
0.501721583,1
0.509785775,1
0.511525855,1
0.514102189,1
0.520458147,1
0.503867818,1
0.501449988,1
0.505743115,1
0.507623847,1
0.51197805,1
0.502453748,1
0.500096552,1
0.511117532,1
0.513496651,1
0.510368758,1
0.505989933,1
0.514784214,1
0.517142973,1
0.506586332,1
0.508197623,1
0.513953204,1
0.509483765,1
0.510245641,1
0.510364188,1
0.515685661,1
0.511013166,1
0.512314954,1
0.5023598,1
0.503597148,1
0.509514899,1
0.514318704,1
0.504441321,1
0.506391962,1
0.513884125,1
0.518215425,1
0.506051699,1
0.500784939,1
0.507865099,1
0.503976101,1
0.521357888,1
0.507805356,1
0.507891097,1
0.517797171,1
0.509929242,1
0.513084117,1
0.5037033,1
0.517407087,1
0.504329394,1
0.504773172,1
0.508157051,1
0.503140484,1
0.509861431,1
0.508181295,1
0.504658708,1
0.520519471,1
0.50310411,1
0.509134758,1
0.517748944,1
0.508840131,1
0.5012453,1
0.512701557,1
0.503635548,1
0.51389415,1
0.505500008,1
0.515358422,1
0.501080103,1
0.513920681,1
0.512559472,1
0.504466651,1
0.501600645,1
0.505453649,1
0.510161016,1
0.50475098,1
0.505010505,1
0.500369812,1
0.51050856,1
0.50533841,1
0.509738423,1
0.509465669,1
0.516734,1
0.507131296,1
0.51527492,1
0.503747685,1
0.504473506,1
0.511139649,1
0.512353983,1
0.509083171,1
0.504165244,1
0.5104054,1
0.513443232,1
0.50065439,1
0.504405366,1
0.500244592,1
0.518556373,1
0.510763439,1
0.509924784,1
0.512438126,1
0.500025055,1
0.513461374,1
0.507228564,1
0.516054364,1
0.514861808,1
0.503840072,1
0.502780796,1
0.505677548,1
0.507695025,1
0.513630569,1
0.504418395,1
0.50816996,1
0.506224183,1
0.515015863,1
0.513275489,1
0.508153275,1
0.515288987,1
0.506246425,1
0.509994948,1
0.511708379,1
0.509711521,1
0.509898894,1
0.506716146,1
0.500332335,1
0.512669243,1
0.512881819,1
0.514355031,1
0.509617868,1
0.506289278,1
0.513929697,1
0.502877053,1
0.513561668,1
0.511566004,1
0.506368291,1
0.501091456,1
0.505681413,1
0.507889408,1
0.511076632,1
0.506672754,1
0.514369512,1
0.516764653,1
0.513739001,1
0.509063402,1
0.513927898,1
0.5015781,1
0.513841925,1
0.508388893,1
0.504165979,1
0.514523338,1
0.50069563,1
0.509192052,1
0.503180625,1
0.506547083,1
0.50680213,1
0.51043297,1
0.51718551,1
0.507868395,1
0.506995713,1
0.504461319,1
0.51238269,1
0.504050704,1
0.513673248,1
0.514542457,1
0.503895766,1
0.517255337,1
0.513217717,1
0.509931808,1
0.507707577,1
0.509716941,1
0.501471886,1
0.509352452,1
0.510443878,1
0.515671383,1
0.500616827,1
0.502261627,1
0.510623813,1
0.509032327,1
0.510043599,1
0.515200167,1
0.501410151,1
0.503970759,1
0.507448894,1
0.502770872,1
0.51040019,1
0.511883544,1
0.512913865,1
0.503598775,1
0.508543231,1
0.50124916,1
0.51071822,1
0.506514076,1
0.50328332,1
0.505806366,1
0.507590659,1
0.511856522,1
0.510266884,1
0.511038506,1
0.514370838,1
0.513471222,1
0.515263633,1
0.510017454,1
0.50196107,1
0.512072538,1
0.508702221,1
0.510994138,1
0.509556226,1
0.512760139,1
0.513923324,1
0.512344668,1
0.512077173,1
0.50060748,1
0.513478441,1
0.510944569,1
0.516315705,1
0.503081019,1
0.502757802,1
0.512591705,1
0.515977736,1
0.508667054,1
0.506826943,1
0.507335841,1
0.518849226,1
0.512477089,1
0.501230263,1
0.516609334,1
0.51438969,1
0.506472108,1
0.509618956,1
0.51249131,1
0.509499642,1
0.504140515,1
0.516436491,1
0.502366127,1
0.503492253,1
0.504676326,1
0.508063173,1
0.510225317,1
0.505201515,1
0.513574436,1
0.515653815,1
0.504824633,1
0.507221385,1
0.505757286,1
0.51586302,1
0.50941385,1
0.505590954,1
0.516472469,1
0.510528631,1
0.504025508,1
0.506590476,1
0.508193294,1
0.51222104,1
0.513579455,1
0.511627086,1
0.504053354,1
0.511747323,1
0.502658705,1
0.507177669,1
0.513020166,1
0.511546349,1
0.515901513,1
0.513147574,1
0.512760773,1
0.505320692,1
0.506034165,1
0.511752555,1
0.509448493,1
0.508346465,1
0.51524803,1
0.509611178,1
0.502175526,1
0.508577119,1
0.501243562,1
0.510896537,1
0.510794947,1
0.509194816,1
0.512440167,1
0.511940792,1
0.502889088,1
0.508652621,1
0.500862417,1
0.506591218,1
0.517192889,1
0.502993137,1
0.510171392,1
0.502211638,1
0.500946329,1
0.50716209,1
0.511840918,1
0.50118017,1
0.501231658,1
0.510560089,1
0.514964762,1
0.507342947,1
0.512772641,1
0.508543771,1
0.502702834,1
0.507846538,1
0.50009617,1
0.510063031,1
0.510026481,1
0.515075809,1
0.512813182,1
0.505090759,1
0.507814424,1
0.511801813,1
0.507837386,1
0.501016551,1
0.510770863,1
0.517900034,1
0.500852704,1
0.511150246,1
0.515347125,1
0.506465032,1
0.509446836,1
0.510538049,1
0.509821961,1
0.50778918,1
0.500712847,1
0.501116328,1
0.501860224,1
0.500053827,1
0.502186209,1
0.507495798,1
0.50004705,1
0.501944385,1
0.507858733,1
0.508039827,1
0.500938026,1
0.511542219,1
0.50495787,1
0.508436832,1
0.50846023,1
0.510085095,1
0.513902588,1
0.508102736,1
0.513380295,1
0.502540408,1
0.505217933,1
0.5045077,1
0.512317198,1
0.502007117,1
0.506200855,1
0.501179303,1
0.511229147,1
0.508242276,1
0.507511557,1
0.511199034,1
0.51528852,1
0.508209602,1
0.514585828,1
0.51343245,1
0.515059594,1
0.514804177,1
0.512720182,1
0.512319853,1
0.503037113,1
0.512515215,1
0.50154504,1
0.512194934,1
0.511062447,1
0.507885684,1
0.504905088,1
0.507250489,1
0.508120753,1
0.51196604,1
0.503375581,1
0.511714201,1
0.500830934,1
0.511466767,1
0.510612911,1
0.500781642,1
0.501759838,1
0.5045451,1
0.50490748,1
0.501498803,1
0.518218633,1
0.500529332,1
0.510593847,1
0.504026055,1
0.505477838,1
0.505388411,1
0.504565631,1
0.512311961,1
0.511764626,1
0.509123377,1
0.51010209,1
0.504241478,1
0.517847015,1
0.502096895,1
0.50002657,1
0.510263618,1
0.507688102,1
0.502841727,1
0.52012606,1
0.507056391,1
0.504718975,1
0.506971246,1
0.512036599,1
0.507505929,1
0.507816651,1
0.513030017,1
0.507596513,1
0.508894654,1
0.500961706,1
0.50281267,1
0.505692142,1
0.512416482,1
0.507549514,1
0.50560867,1
0.510071123,1
0.500852787,1
0.510685205,1
0.510836765,1
0.514549908,1
0.511037766,1
0.505867068,1
0.516198414,1
0.501029549,1
0.510395409,1
0.5128048,1
0.510840793,1
0.512584237,1
0.510129941,1
0.51368671,1
0.505406529,1
0.503760987,1
0.508178605,1
0.501713716,1
0.50744318,1
0.507891387,1
0.503479521,1
0.501305637,1
0.509693323,1
0.504664375,1
0.513254529,1
0.516263126,1
0.511776177,1
0.501879239,1
0.50221871,1
0.5107354,1
0.506253399,1
0.516400077,1
0.501834729,1
0.510817964,1
0.513759388,1
0.507347641,1
0.518142904,1
0.50734153,1
0.510824901,1
0.508321202,1
0.515863262,1
0.50830159,1
0.508620486,1
0.512400639,1
0.504188462,1
0.51629694,1
0.506504576,1
0.504124756,1
0.514649004,1
0.510671487,1
0.505634194,1
0.510646581,1
0.501629374,1
0.51048599,1
0.503474769,1
0.519272242,1
0.507127682,1
0.503636963,1
0.507710719,1
0.510619235,1
0.516049624,1
0.513492906,1
0.50655118,1
0.506998768,1
0.503817486,1
0.510623886,1
0.515138956,1
0.503073521,1
0.50977294,1
0.502037009,1
0.50029251,1
0.510534943,1
0.511415274,1
0.502652125,1
0.504535528,1
0.5150301,1
0.509937341,1
0.506601274,1
0.511046999,1
0.500176857,1
0.501890736,1
0.500819284,1
0.514991565,1
0.505123903,1
0.506606573,1
0.509091793,1
0.511396831,1
0.512185399,1
0.516287276,1
0.500095012,1
0.508530552,1
0.510008106,1
0.51574262,1
0.501102131,1
0.513130683,1
0.50588759,1
0.510247637,1
0.502660127,1
0.501146875,1
0.511414152,1
0.517693664,1
0.514486979,1
0.506072621,1
0.511605218,1
0.513309463,1
0.512815997,1
0.512376606,1
0.511847629,1
0.508758497,1
0.510939914,1
0.511090123,1
0.509448668,1
0.501243025,1
0.508445704,1
0.502555013,1
0.501920066,1
0.51370695,1
0.503178017,1
0.500808219,1
0.50043767,1
0.50910863,1
0.51059329,1
0.517240155,1
0.500712927,1
0.510096205,1
0.50048178,1
0.508726601,1
0.511309993,1
0.504087134,1
0.50507957,1
0.51355239,1
0.502048611,1
0.506038761,1
0.509983895,1
0.50124877,1
0.511395929,1
0.509461308,1
0.509679061,1
0.500153797,1
0.51259881,1
0.503784645,1
0.508112668,1
0.502266104,1
0.501433759,1
0.501306032,1
0.505446555,1
0.506541692,1
0.509433076,1
0.514086704,1
0.505183932,1
0.501820554,1
0.510134319,1
0.517024496,1
0.510955446,1
0.506497972,1
0.504767236,1
0.516342766,1
0.503623277,1
0.500730429,1
0.504271446,1
0.507754221,1
0.513208848,1
0.505769149,1
0.514516657,1
0.502198216,1
