train_scores,train_kinds,test_scores,test_kinds,,
0.504432599,1,0.514400953,3,,
0.459248021,0,0.514365683,3,,
0.497787589,0,0.510031499,3,,
0.477678814,0,0.467726005,2,,
0.485596062,0,0.488669338,2,,
0.511430363,1,0.474728597,2,,
0.511062924,1,0.511785447,3,,
0.48677257,0,0.504225849,3,,
0.470710728,0,0.512476467,3,,
0.507963646,1,0.481771083,2,,
0.508417807,1,0.514929701,3,,
0.507747552,1,0.482881843,2,,
0.511485986,1,0.51274353,3,,
0.504037742,1,0.468548929,2,,
0.508740912,1,0.462188234,2,,
0.506698602,1,0.51333366,3,,
0.469239324,0,0.501633739,3,,
0.468272507,0,0.447064245,2,,
0.494719444,0,0.497421563,2,,
0.509486909,1,0.470574886,2,,
0.448306846,0,0.513248908,3,,
0.478650791,0,0.456309446,2,,
0.459479909,0,0.478315109,2,,
0.50890062,1,0.501694936,3,,
0.466545119,0,0.450192811,2,,
0.469595788,0,0.500947559,3,,
0.504030983,1,0.482733628,2,,
0.515281707,1,0.511770742,3,,
0.467766565,0,0.513663982,3,,
0.458194702,0,0.51225954,3,,
0.497650962,0,0.45644919,2,,
0.45629402,0,0.498307186,2,,
0.454421745,0,0.484294478,2,,
0.45336258,0,0.477034221,2,,
0.459439251,0,0.456932732,2,,
0.499892715,0,0.480678117,2,,
0.499987888,0,0.478481111,2,,
0.480068076,0,0.51654236,3,,
0.48282691,0,0.513293569,3,,
0.501645462,1,0.510378766,3,,
0.506760458,1,0.510195249,3,,
0.459757787,0,0.508251676,3,,
0.518600859,1,0.506530806,3,,
0.514756281,1,0.448211006,2,,
0.501977112,1,0.462866237,2,,
0.481600023,0,0.459681985,2,,
0.508784336,1,0.45779201,2,,
0.479278193,0,0.444802128,2,,
0.514693978,1,0.44501205,2,,
0.481398846,0,0.506735643,3,,
0.496766223,0,0.454753753,2,,
0.485890215,0,0.510845761,3,,
0.502851162,1,0.479647242,2,,
0.506411951,1,0.513357608,3,,
0.451528028,0,0.44950488,2,,
0.472891566,0,0.503185174,3,,
0.508623272,1,0.492276947,2,,
0.512839951,1,0.509196765,3,,
0.461389139,0,0.465116912,2,,
0.507295487,1,0.510015995,3,,
0.504637719,1,0.510458964,3,,
0.486259925,0,0.49945758,2,,
0.504601513,1,0.516788172,3,,
0.447626383,0,0.513398057,3,,
0.474331259,0,0.478242955,2,,
0.501329127,1,0.508842488,3,,
0.454090717,0,0.455061287,2,,
0.485690816,0,0.46102441,2,,
0.503786583,1,0.515755969,3,,
0.517057263,1,0.509486119,3,,
0.448240684,0,0.51110621,3,,
0.508870397,1,0.504314698,3,,
0.516208996,1,0.457583064,2,,
0.518754078,1,0.513251026,3,,
0.452976543,0,0.482380751,2,,
0.508352758,1,0.502235553,3,,
0.490464711,0,0.458080121,2,,
0.470845588,0,0.453325347,2,,
0.502049539,1,0.450266694,2,,
0.508226985,1,0.494014696,2,,
0.504432914,1,0.510058688,3,,
0.504200281,1,0.503023516,3,,
0.495788485,0,0.464537956,2,,
0.463642879,0,0.471125236,2,,
0.475426127,0,0.474953751,2,,
0.459230347,0,0.494220722,2,,
0.459616743,0,0.508814847,3,,
0.509128446,1,0.509782621,3,,
0.512302809,1,0.512259345,3,,
0.492631206,0,0.479767052,2,,
0.508479142,1,0.456405799,2,,
0.499032244,0,0.460550883,2,,
0.470133259,0,0.513634824,3,,
0.513983985,1,0.466840951,2,,
0.483713559,0,0.509074326,3,,
0.462027791,0,0.462925737,2,,
0.491528738,0,0.490329851,2,,
0.480608197,0,0.450356033,2,,
0.48386187,0,0.463859082,2,,
0.505043371,1,0.461926711,2,,
0.509533952,1,0.482368786,2,,
0.450140608,0,0.502505607,3,,
0.510730112,1,0.462901462,2,,
0.478879064,0,0.458111827,2,,
0.507108601,1,0.512955105,3,,
0.511705089,1,0.460880083,2,,
0.505226012,1,0.470586428,2,,
0.46555573,0,0.466529721,2,,
0.457488037,0,0.516074661,3,,
0.471588274,0,0.447771043,2,,
0.517366794,1,0.501439934,3,,
0.485308088,0,0.448816301,2,,
0.50601357,1,0.507026972,3,,
0.507458354,1,0.471908608,2,,
0.496877846,0,0.47540745,2,,
0.50124151,1,0.473417211,2,,
0.459894623,0,0.46271304,2,,
0.512549724,1,0.510935938,3,,
0.451305923,0,0.466782017,2,,
0.501499726,1,0.486056908,2,,
0.503515082,1,0.462331565,2,,
0.473108644,0,0.488000684,2,,
0.458691348,0,0.44837991,2,,
0.484919036,0,0.471369117,2,,
0.511080665,1,0.509193971,3,,
0.510713008,1,0.511406418,3,,
0.495947249,0,0.454577199,2,,
0.508162975,1,0.509021203,3,,
0.497918465,0,0.485733289,2,,
0.517561601,1,0.508646375,3,,
0.507420573,1,0.51445582,3,,
0.505198095,1,0.47327375,2,,
0.512934586,1,0.51064861,3,,
0.47163578,0,0.470995966,2,,
0.455556861,0,0.48826584,2,,
0.501439841,1,0.506083145,3,,
0.467442718,0,0.512702124,3,,
0.50034445,1,0.508327492,3,,
0.490324963,0,0.507400879,3,,
0.461408301,0,0.481032162,2,,
0.47166852,0,0.485530704,2,,
0.495109196,0,0.516058248,3,,
0.473157377,0,0.476399475,2,,
0.446794479,0,0.507952767,3,,
0.516435072,1,0.48133463,2,,
0.457932165,0,0.450889608,2,,
0.508208053,1,0.505159739,3,,
0.448354098,0,0.506901684,3,,
0.457710064,0,0.469663789,2,,
0.465414936,0,0.472052893,2,,
0.48828354,0,0.483086918,2,,
0.512576242,1,0.508936698,3,,
0.46162032,0,0.463403813,2,,
0.469937405,0,0.512296912,3,,
0.47533843,0,0.455044922,2,,
0.500763972,1,0.5086652,3,,
0.469192712,0,0.507084211,3,,
0.51006543,1,0.479255238,2,,
0.505420763,1,0.508840286,3,,
0.446954633,0,0.4526454,2,,
0.471502186,0,0.461453235,2,,
0.504375438,1,0.511200149,3,,
0.511501368,1,0.465185216,2,,
0.49283875,0,0.448571749,2,,
0.48467147,0,0.490640236,2,,
0.515834246,1,0.508518341,3,,
0.477245002,0,0.513516826,3,,
0.483228437,0,0.480280521,2,,
0.516946457,1,0.513554576,3,,
0.511318791,1,0.512714716,3,,
0.463564213,0,0.477979686,2,,
0.500837314,1,0.508060687,3,,
0.447350518,0,0.513656298,3,,
0.510297599,1,0.494419399,2,,
0.507332257,1,0.51107621,3,,
0.503535039,1,0.455335792,2,,
0.453448036,0,0.505915739,3,,
0.492883556,0,0.507332409,3,,
0.459610603,0,0.51124668,3,,
0.512605218,1,0.456109388,2,,
0.498854065,0,0.506869995,3,,
0.489049151,0,0.505322974,3,,
0.470236433,0,0.463476423,2,,
0.516192798,1,0.44658671,2,,
0.488897965,0,0.509332758,3,,
0.500417637,1,0.50043807,3,,
0.501838369,1,0.507209365,3,,
0.45777798,0,0.482545653,2,,
0.495698714,0,0.509782631,3,,
0.493222463,0,0.508065363,3,,
0.49786849,0,0.456655378,2,,
0.494581067,0,0.473780064,2,,
0.460394974,0,0.475995655,2,,
0.458759852,0,0.470403482,2,,
0.497038847,0,0.48400713,2,,
0.472828323,0,0.514102416,3,,
0.500871157,1,0.483235277,2,,
0.487332876,0,0.455754442,2,,
0.478811215,0,0.482521387,2,,
0.512273796,1,0.512201962,3,,
0.512633366,1,0.511538636,3,,
0.459931254,0,0.492027401,2,,
0.459595552,0,0.514512068,3,,
0.512641775,1,0.509659321,3,,
0.509418278,1,0.471999828,2,,
0.476855846,0,0.50947743,3,,
0.455600129,0,0.504786411,3,,
0.49938192,0,0.502720808,3,,
0.453100527,0,0.508927749,3,,
0.455386373,0,0.480011993,2,,
0.456159841,0,0.487134903,2,,
0.450592367,0,0.489381729,2,,
0.451752357,0,0.502251075,3,,
0.458561587,0,0.504033585,3,,
0.472742164,0,0.490173066,2,,
0.472812009,0,0.51374341,3,,
0.519691378,1,0.513647604,3,,
0.460355386,0,0.491597734,2,,
0.510854854,1,0.45022811,2,,
0.478240398,0,0.513447166,3,,
0.507842917,1,0.441772725,2,,
0.513040794,1,0.448996569,2,,
0.501217438,1,0.461170612,2,,
0.502764992,1,0.512149176,3,,
0.493546071,0,0.472578148,2,,
0.502409174,1,0.483012326,2,,
0.459512787,0,0.455903445,2,,
0.454983843,0,0.458430919,2,,
0.511998661,1,0.453636212,2,,
0.474331114,0,0.46360702,2,,
0.494485831,0,0.506940184,3,,
0.505902696,1,0.507927093,3,,
0.504542068,1,0.513378276,3,,
0.499071644,0,0.50048408,3,,
0.516436895,1,0.479440701,2,,
0.499461833,0,0.505600701,3,,
0.470853955,0,0.516684236,3,,
0.512830635,1,0.512756201,3,,
0.496200791,0,0.514858754,3,,
0.49664821,0,0.479057602,2,,
0.501488003,1,0.446346595,2,,
0.496598047,0,0.443109614,2,,
0.504866686,1,0.517806679,3,,
0.467624357,0,0.509052013,3,,
0.496748018,0,0.509543528,3,,
0.467920576,0,0.481279797,2,,
0.484281461,0,0.475975674,2,,
0.514888707,1,0.505493121,3,,
0.47848713,0,0.510609472,3,,
0.496669702,0,0.508589695,3,,
0.448491943,0,0.512535475,3,,
0.460335204,0,0.517845632,3,,
0.457502847,0,0.514312179,3,,
0.512308488,1,0.517240475,3,,
0.467288739,0,0.500620075,3,,
0.508315768,1,0.455255611,2,,
0.499003529,0,0.46713922,2,,
0.458598619,0,0.504699757,3,,
0.480037407,0,0.465209007,2,,
0.488839152,0,0.482994614,2,,
0.492996818,0,0.506238114,3,,
0.461083895,0,0.504258107,3,,
0.508870049,1,0.505004505,3,,
0.50570359,1,0.470161318,2,,
0.495814063,0,0.485018401,2,,
0.510510114,1,0.509105018,3,,
0.451232155,0,0.512270906,3,,
0.515261206,1,0.476300487,2,,
0.510218127,1,0.513930119,3,,
0.510847977,1,0.511492248,3,,
0.45265256,0,0.47689933,2,,
0.514622632,1,0.51599498,3,,
0.510748651,1,0.488928123,2,,
0.508483011,1,0.508373477,3,,
0.504785526,1,0.509028556,3,,
0.470464887,0,0.512329375,3,,
0.504725509,1,0.505649667,3,,
0.509411498,1,0.461558256,2,,
0.448928231,0,0.452072013,2,,
0.489643319,0,0.509254448,3,,
0.469533029,0,0.47815666,2,,
0.515072542,1,0.507997345,3,,
0.454999168,0,0.455103059,2,,
0.458084589,0,0.477878249,2,,
0.49149501,0,0.475340944,2,,
0.512690294,1,0.46569669,2,,
0.475106369,0,0.45586583,2,,
0.487283171,0,0.453379206,2,,
0.458703646,0,0.463719533,2,,
0.455565001,0,0.502188986,3,,
0.482924705,0,0.502433728,3,,
0.507388402,1,0.484984024,2,,
0.517906471,1,0.506255374,3,,
0.511018321,1,0.483575541,2,,
0.51306132,1,0.464659143,2,,
0.512509214,1,0.462256313,2,,
0.481140105,0,0.505774008,3,,
0.464795317,0,0.466652207,2,,
0.502061788,1,0.510444708,3,,
0.512759864,1,0.502084835,3,,
0.478479604,0,0.491658821,2,,
0.509017572,1,0.510573573,3,,
0.497987371,0,0.477879888,2,,
0.516865786,1,0.455124946,2,,
0.514570561,1,0.515729118,3,,
0.461647092,0,0.474440992,2,,
0.514291638,1,0.513556482,3,,
0.474719416,0,0.463532605,2,,
0.490506641,0,0.477614103,2,,
0.503137769,1,0.51934239,3,,
0.494369508,0,0.463959655,2,,
0.452764264,0,0.459615565,2,,
0.471788782,0,0.509699191,3,,
0.506320681,1,0.514286623,3,,
0.516449966,1,0.49682832,2,,
0.506357915,1,0.492513052,2,,
0.45310705,0,0.508411421,3,,
0.458870564,0,0.507859508,3,,
0.465412331,0,0.507956661,3,,
0.503313569,1,0.482168161,2,,
0.518269243,1,0.478849187,2,,
0.463251005,0,0.513282657,3,,
0.510245533,1,0.484486241,2,,
0.478119947,0,0.50411365,3,,
0.509265669,1,0.461165048,2,,
0.456955333,0,0.471441691,2,,
0.48398962,0,0.44786482,2,,
0.501231965,1,0.506549838,3,,
0.470007404,0,0.479909847,2,,
0.449187185,0,0.460237653,2,,
0.507288244,1,0.517537887,3,,
0.512371622,1,0.465201787,2,,
0.49883483,0,0.463097174,2,,
0.471254264,0,0.512635342,3,,
0.499014074,0,0.46576626,2,,
0.503883029,1,0.464687025,2,,
0.512891577,1,0.508881823,3,,
0.50020552,1,0.513680367,3,,
0.462101618,0,0.464379145,2,,
0.495823372,0,0.462603296,2,,
0.457943333,0,0.460952535,2,,
0.50903096,1,0.447855043,2,,
0.495966917,0,0.466223627,2,,
0.450344273,0,0.485876206,2,,
0.515975051,1,0.509082461,3,,
0.491201678,0,0.487754587,2,,
0.480335353,0,0.478091624,2,,
0.502122995,1,0.464075878,2,,
0.49983119,0,0.499841423,2,,
0.505716771,1,0.485128757,2,,
0.484394198,0,0.509563354,3,,
0.500915814,1,0.517414341,3,,
0.461914948,0,0.501366117,3,,
0.494436847,0,0.513900642,3,,
0.503314589,1,0.458424997,2,,
0.484987773,0,0.513638031,3,,
0.505562208,1,0.483164799,2,,
0.466833379,0,0.48661311,2,,
0.512276342,1,0.506890854,3,,
0.482079327,0,0.442518702,2,,
0.467623754,0,0.444982979,2,,
0.471668178,0,0.494979801,2,,
0.500854682,1,0.51452108,3,,
0.484447791,0,0.50912916,3,,
0.455523333,0,0.509029323,3,,
0.445915112,0,0.468266708,2,,
0.495861969,0,0.498217678,2,,
0.46710347,0,0.510405155,3,,
0.457353143,0,0.455264231,2,,
0.505918839,1,0.460732941,2,,
0.468854721,0,0.512552492,3,,
0.505076323,1,0.472783296,2,,
0.507604081,1,0.519785209,3,,
0.50542206,1,0.51069241,3,,
0.511005555,1,0.507578677,3,,
0.453041928,0,0.499813903,2,,
0.455354886,0,0.473280608,2,,
0.47855047,0,0.461675566,2,,
0.459472406,0,0.509185691,3,,
0.513172759,1,0.513959514,3,,
0.508385089,1,0.455339956,2,,
0.516570265,1,0.484942677,2,,
0.456871547,0,0.507189309,3,,
0.461323752,0,0.51354463,3,,
0.509889625,1,0.500582895,3,,
0.460459224,0,0.477465346,2,,
0.457572315,0,0.463596653,2,,
0.510689461,1,0.439887646,2,,
0.471663394,0,0.464638934,2,,
0.506142938,1,0.479841832,2,,
0.509042901,1,0.50059943,3,,
0.494933921,0,0.512370617,3,,
0.513547828,1,0.506576758,3,,
0.465546459,0,0.462278285,2,,
0.505806731,1,0.510812059,3,,
0.450096303,0,0.507108436,3,,
0.456724533,0,0.509038938,3,,
0.491572931,0,0.492324615,2,,
0.510742479,1,0.481183982,2,,
0.50414466,1,0.502276232,3,,
0.467052759,0,0.515444265,3,,
0.515572257,1,0.44371832,2,,
0.50154862,1,0.479362951,2,,
0.507838653,1,0.513183399,3,,
0.465144601,0,0.456706757,2,,
0.511295718,1,0.513405314,3,,
0.514832439,1,0.485514717,2,,
0.503817121,1,0.496201258,2,,
0.513956858,1,0.502355743,3,,
0.488150826,0,0.510953955,3,,
0.509003937,1,0.441091583,2,,
0.498270942,0,0.508343036,3,,
0.46156434,0,0.508082478,3,,
0.513548675,1,0.4537938,2,,
0.466220521,0,0.470058602,2,,
0.505884536,1,0.465940824,2,,
0.507342362,1,0.511719483,3,,
0.465795811,0,0.512172892,3,,
0.462639945,0,0.480565753,2,,
0.511745346,1,0.449883518,2,,
0.461739166,0,0.510586643,3,,
0.458431862,0,0.514634711,3,,
0.461892183,0,0.510136473,3,,
0.484533561,0,0.451968223,2,,
0.500875179,1,0.514314287,3,,
0.477085874,0,0.507059916,3,,
0.511738143,1,0.470044425,2,,
0.510301812,1,0.496660302,2,,
0.459290537,0,0.481507357,2,,
0.505601658,1,0.514113512,3,,
0.508896586,1,0.454083533,2,,
0.505019629,1,0.480291392,2,,
0.510427163,1,0.509569834,3,,
0.464285337,0,0.472810039,2,,
0.462462471,0,0.511508762,3,,
0.503668187,1,0.470305535,2,,
0.51177971,1,0.457411267,2,,
0.48915765,0,0.488192128,2,,
0.505660016,1,0.508934789,3,,
0.483851448,0,0.517022371,3,,
0.466834547,0,0.496069456,2,,
0.511850058,1,0.464598142,2,,
0.466298596,0,0.506380674,3,,
0.466830621,0,0.509796254,3,,
0.466964843,0,0.473565643,2,,
0.498960091,0,0.506314212,3,,
0.496478836,0,0.451028294,2,,
0.48117687,0,0.457081878,2,,
0.503903366,1,0.472890521,2,,
0.499672673,0,0.469099301,2,,
0.516608021,1,0.502327253,3,,
0.456046395,0,0.461984868,2,,
0.505293025,1,0.499395405,2,,
0.499262216,0,0.46925309,2,,
0.505826501,1,0.513181405,3,,
0.457902933,0,0.517770901,3,,
0.516581317,1,0.465623318,2,,
0.510486954,1,0.51101564,3,,
0.47079164,0,0.506038389,3,,
0.508630408,1,0.470161306,2,,
0.473175193,0,0.496198368,2,,
0.50994674,1,0.484780491,2,,
0.460952853,0,0.495617202,2,,
0.502268497,1,0.508910122,3,,
0.47627031,0,0.452511475,2,,
0.511193405,1,0.513012611,3,,
0.499492833,0,0.504591171,3,,
0.501532635,1,0.454354688,2,,
0.497520288,0,0.477358477,2,,
0.456943668,0,0.510179891,3,,
0.501964307,1,0.511118957,3,,
0.48217292,0,0.506910078,3,,
0.516409807,1,0.496169102,2,,
0.497668917,0,0.46620497,2,,
0.515576863,1,0.511719853,3,,
0.457278235,0,0.509734142,3,,
0.504004302,1,0.509166523,3,,
0.514190596,1,0.463505152,2,,
0.501683321,1,0.512720934,3,,
0.466364501,0,0.4508823,2,,
0.456135068,0,0.456099393,2,,
0.517938715,1,0.507022508,3,,
0.499165911,0,0.515002323,3,,
0.496560757,0,0.462351077,2,,
0.480924069,0,0.484653861,2,,
0.518575876,1,0.486998666,2,,
0.50517712,1,0.465599218,2,,
0.456124562,0,0.460198833,2,,
0.474083243,0,0.467851763,2,,
0.461353515,0,0.506932086,3,,
0.45533116,0,0.509465349,3,,
0.486138685,0,0.511016292,3,,
0.510365242,1,0.505185192,3,,
0.501731038,1,0.507824331,3,,
0.499054391,0,0.456917771,2,,
0.461013174,0,0.46927345,2,,
0.454231781,0,0.478747929,2,,
0.472024587,0,0.482706049,2,,
0.500097232,1,0.500251507,3,,
0.482276069,0,0.509495703,3,,
0.500733099,1,0.508975206,3,,
0.45056539,0,0.454127732,2,,
0.492974177,0,0.504916894,3,,
0.509275873,1,0.483051773,2,,
0.502422716,1,0.485106507,2,,
0.463010408,0,0.51341792,3,,
0.470117353,0,0.461611672,2,,
0.458430174,0,0.461429432,2,,
0.469343089,0,0.472446687,2,,
0.503390801,1,0.513813347,3,,
0.476304598,0,0.469018756,2,,
0.510861536,1,0.509729999,3,,
0.503768049,1,0.475670399,2,,
0.50566577,1,0.507250827,3,,
0.460371137,0,0.515167812,3,,
0.512372921,1,0.497258475,2,,
0.513534033,1,0.466628075,2,,
0.458151149,0,0.455266992,2,,
0.459744196,0,0.476369859,2,,
0.506697282,1,0.513588718,3,,
0.501825434,1,0.508551279,3,,
0.484974863,0,0.515332127,3,,
0.513516024,1,0.513680005,3,,
0.512357328,1,0.516613961,3,,
0.515368008,1,0.518345678,3,,
0.466867384,0,0.473998063,2,,
0.511195826,1,0.483698287,2,,
0.512376424,1,0.51742507,3,,
0.481740262,0,0.504778644,3,,
0.482124234,0,0.466939756,2,,
0.464646922,0,0.495205844,2,,
0.502782001,1,0.444621121,2,,
0.460232946,0,0.510278187,3,,
0.460749264,0,0.454027026,2,,
0.462979354,0,0.5088588,3,,
0.476481371,0,0.515240238,3,,
0.510741872,1,0.463673594,2,,
0.449048657,0,0.506008331,3,,
0.448489631,0,0.512488022,3,,
0.500898327,1,0.516966426,3,,
0.512642045,1,0.507257538,3,,
0.459744126,0,0.505681078,3,,
0.513910644,1,0.462354942,2,,
0.460389598,0,0.467687056,2,,
0.491997129,0,0.469431307,2,,
0.480054847,0,0.519535128,3,,
0.498457042,0,0.466214929,2,,
0.503832927,1,0.450866548,2,,
0.505912132,1,0.516332592,3,,
0.46484182,0,0.480742266,2,,
0.480760005,0,0.512103612,3,,
0.459226949,0,0.508750694,3,,
0.50719705,1,0.513414792,3,,
0.466196944,0,0.451391245,2,,
0.499615518,0,0.511960738,3,,
0.491127169,0,0.45115474,2,,
0.510930568,1,0.499370618,2,,
0.446276695,0,0.512533441,3,,
0.499133003,0,0.459885261,2,,
0.514467073,1,0.492881846,2,,
0.507799757,1,0.509856198,3,,
0.456413887,0,0.449364862,2,,
0.512667928,1,0.464406916,2,,
0.502277299,1,0.510787901,3,,
0.516931776,1,0.469537029,2,,
0.491160199,0,0.497317013,2,,
0.451133465,0,0.503881402,3,,
0.516478545,1,0.513169561,3,,
0.471319996,0,0.515509211,3,,
0.509483428,1,0.457186054,2,,
0.446673196,0,0.505087037,3,,
0.483641673,0,0.469339089,2,,
0.471554454,0,0.513054642,3,,
0.460500479,0,0.509947405,3,,
0.49944208,0,0.51129607,3,,
0.453432303,0,0.451755654,2,,
0.484173746,0,0.512640054,3,,
0.507551768,1,0.489643609,2,,
0.508047115,1,0.452795793,2,,
0.511506745,1,0.513647857,3,,
0.472993943,0,0.511476826,3,,
0.461284483,0,0.509465576,3,,
0.460043575,0,0.459575136,2,,
0.460389898,0,0.512364596,3,,
0.467093322,0,0.481296169,2,,
0.463110802,0,0.516111186,3,,
0.451010729,0,0.456821014,2,,
0.504594586,1,0.462588213,2,,
0.448010279,0,0.501814,3,,
0.452524311,0,0.515483443,3,,
0.513108913,1,0.470745464,2,,
0.512795923,1,0.505668905,3,,
0.514325266,1,0.506550263,3,,
0.461623029,0,0.503003664,3,,
0.488779662,0,0.463998304,2,,
0.444352385,0,0.452133011,2,,
0.472580429,0,0.507697887,3,,
0.484616212,0,0.489976326,2,,
0.512920783,1,0.459992948,2,,
0.475165099,0,0.507531125,3,,
0.51054821,1,0.488098981,2,,
0.459091425,0,0.447973382,2,,
0.45480296,0,0.501570847,3,,
0.50960666,1,0.500832644,3,,
0.461332656,0,0.490429432,2,,
0.506487168,1,0.447378163,2,,
0.488224195,0,0.511821299,3,,
0.495994128,0,0.465815239,2,,
0.504809812,1,0.511356906,3,,
0.455605895,0,0.446039043,2,,
0.482612671,0,0.485370904,2,,
0.486389898,0,0.45322052,2,,
0.460769578,0,0.506193906,3,,
0.499319568,0,0.452417339,2,,
0.505019249,1,0.481878154,2,,
0.501828724,1,0.515147194,3,,
0.464069851,0,0.512389194,3,,
0.488860479,0,0.515545358,3,,
0.512045279,1,0.513099057,3,,
0.499216878,0,0.511176148,3,,
0.455731728,0,0.451316452,2,,
0.510503142,1,0.463661488,2,,
0.503991435,1,0.511801273,3,,
0.514137146,1,0.451096445,2,,
0.453924408,0,0.513917032,3,,
0.481717749,0,0.518403939,3,,
0.516749823,1,0.508094978,3,,
0.504532173,1,0.467178592,2,,
0.514466761,1,0.513790054,3,,
0.457242153,0,0.474128122,2,,
0.491413954,0,0.474968364,2,,
0.50010667,1,0.512261744,3,,
0.461375916,0,0.483110199,2,,
0.479844091,0,0.507287556,3,,
0.459878259,0,0.512316371,3,,
0.480326622,0,0.513815717,3,,
0.486837802,0,0.45155528,2,,
0.490033765,0,0.476557193,2,,
0.460905479,0,0.462989369,2,,
0.508313146,1,0.467762689,2,,
0.513239454,1,0.465449132,2,,
0.508611693,1,0.511057264,3,,
0.503839245,1,0.510749598,3,,
0.452149979,0,0.512493501,3,,
0.50407765,1,0.513839819,3,,
0.460848476,0,0.471369585,2,,
0.492939927,0,0.460802281,2,,
0.508414113,1,,,,
0.49962006,0,,,,
0.484027444,0,,,,
0.504241308,1,,,,
0.522888619,1,,,,
0.506736012,1,,,,
0.462905305,0,,,,
0.45791636,0,,,,
0.456191752,0,,,,
0.497394131,0,,,,
0.485356626,0,,,,
0.511506213,1,,,,
0.471827882,0,,,,
0.452383285,0,,,,
0.458357257,0,,,,
0.517939209,1,,,,
0.502841154,1,,,,
0.516075363,1,,,,
0.493393137,0,,,,
0.458899194,0,,,,
0.502334588,1,,,,
0.490577666,0,,,,
0.500072127,1,,,,
0.448628089,0,,,,
0.473437057,0,,,,
0.50812388,1,,,,
0.461295308,0,,,,
0.510940816,1,,,,
0.467151357,0,,,,
0.462251459,0,,,,
0.513353884,1,,,,
0.461723881,0,,,,
0.471708187,0,,,,
0.51168407,1,,,,
0.503677876,1,,,,
0.500443115,1,,,,
0.505999172,1,,,,
0.452241187,0,,,,
0.511928201,1,,,,
0.506968369,1,,,,
0.4934507,0,,,,
0.503754614,1,,,,
0.478706742,0,,,,
0.514071713,1,,,,
0.498896889,0,,,,
0.505506805,1,,,,
0.471735931,0,,,,
0.452317548,0,,,,
0.456868823,0,,,,
0.458959,0,,,,
0.498170803,0,,,,
0.448979236,0,,,,
0.459929676,0,,,,
0.510645404,1,,,,
0.461820207,0,,,,
0.445932022,0,,,,
0.479157799,0,,,,
0.479317139,0,,,,
0.459629782,0,,,,
0.446212857,0,,,,
0.509097948,1,,,,
0.459455066,0,,,,
0.456257705,0,,,,
0.473579619,0,,,,
0.505041124,1,,,,
0.514504025,1,,,,
0.47374719,0,,,,
0.469889451,0,,,,
0.513107336,1,,,,
0.477032148,0,,,,
0.456042835,0,,,,
0.451384192,0,,,,
0.470393176,0,,,,
0.51375318,1,,,,
0.506859322,1,,,,
0.45384382,0,,,,
0.475176154,0,,,,
0.471551513,0,,,,
0.500098505,1,,,,
0.51412601,1,,,,
0.49173719,0,,,,
0.462024167,0,,,,
0.45749587,0,,,,
0.459237437,0,,,,
0.493153735,0,,,,
0.498293324,0,,,,
0.501703073,1,,,,
0.498508167,0,,,,
0.513110871,1,,,,
0.508130461,1,,,,
0.456443441,0,,,,
0.510290272,1,,,,
0.483089325,0,,,,
0.451201747,0,,,,
0.490597926,0,,,,
0.511242667,1,,,,
0.471309217,0,,,,
0.460234566,0,,,,
0.474833535,0,,,,
0.500579202,1,,,,
0.498978194,0,,,,
0.512470963,1,,,,
0.502250342,1,,,,
0.50713689,1,,,,
0.445536852,0,,,,
0.467124633,0,,,,
0.4809076,0,,,,
0.510538674,1,,,,
0.454128734,0,,,,
0.488528596,0,,,,
0.472729868,0,,,,
0.507278756,1,,,,
0.49101507,0,,,,
0.510748451,1,,,,
0.472404752,0,,,,
0.470545675,0,,,,
0.503324244,1,,,,
0.510904551,1,,,,
0.507681533,1,,,,
0.483884182,0,,,,
0.472884993,0,,,,
0.47524262,0,,,,
0.453177654,0,,,,
0.477381897,0,,,,
0.512880779,1,,,,
0.460638684,0,,,,
0.468335814,0,,,,
0.468684304,0,,,,
0.51167505,1,,,,
0.447187326,0,,,,
0.471745002,0,,,,
0.498656933,0,,,,
0.466918484,0,,,,
0.496883168,0,,,,
0.510046613,1,,,,
0.504815934,1,,,,
0.455067179,0,,,,
0.501686849,1,,,,
0.46690005,0,,,,
0.503444466,1,,,,
0.48551688,0,,,,
0.454156136,0,,,,
0.471408488,0,,,,
0.49501247,0,,,,
0.467926096,0,,,,
0.508487397,1,,,,
0.501433559,1,,,,
0.506189229,1,,,,
0.454135298,0,,,,
0.503453673,1,,,,
0.509786737,1,,,,
0.457805141,0,,,,
0.491480327,0,,,,
0.511311977,1,,,,
0.507715078,1,,,,
0.473274633,0,,,,
0.459884148,0,,,,
0.499121196,0,,,,
0.470256913,0,,,,
0.460263179,0,,,,
0.459899405,0,,,,
0.50056829,1,,,,
0.493719605,0,,,,
0.476016599,0,,,,
0.447205078,0,,,,
0.458766862,0,,,,
0.481743877,0,,,,
0.504397724,1,,,,
0.452672385,0,,,,
0.508333343,1,,,,
0.479518712,0,,,,
0.498143746,0,,,,
0.46502337,0,,,,
0.452346507,0,,,,
0.471465326,0,,,,
0.469427915,0,,,,
0.456856587,0,,,,
0.509663636,1,,,,
0.469085659,0,,,,
0.501364454,1,,,,
0.454574296,0,,,,
0.506706013,1,,,,
0.501721583,1,,,,
0.509785775,1,,,,
0.511525855,1,,,,
0.514102189,1,,,,
0.520458147,1,,,,
0.503867818,1,,,,
0.457789689,0,,,,
0.501449988,1,,,,
0.505743115,1,,,,
0.459913488,0,,,,
0.455370555,0,,,,
0.48691293,0,,,,
