train_scores,train_kinds,test_scores,test_kinds,,
0.508138926,1,0.511439039,3,,
0.460633663,0,0.511293416,3,,
0.497949222,0,0.441184734,2,,
0.479580588,0,0.507068434,3,,
0.48524253,0,0.514946563,3,,
0.461675688,0,0.471963323,2,,
0.497280614,0,0.479993422,2,,
0.510483014,1,0.513553419,3,,
0.506442271,1,0.455007914,2,,
0.503483944,1,0.502614034,3,,
0.465941217,0,0.510233171,3,,
0.508270566,1,0.5098311,3,,
0.509269528,1,0.476537566,2,,
0.502608181,1,0.510121312,3,,
0.464035102,0,0.511668054,3,,
0.506630271,1,0.500858612,3,,
0.449507436,0,0.47399347,2,,
0.48383357,0,0.468799811,2,,
0.511417845,1,0.460398322,2,,
0.47640073,0,0.510403773,3,,
0.500172125,1,0.468586876,2,,
0.480113361,0,0.515358807,3,,
0.456747599,0,0.471453024,2,,
0.488073455,0,0.504007254,3,,
0.49121201,0,0.489380485,2,,
0.462398949,0,0.508552893,3,,
0.470775077,0,0.469514822,2,,
0.496710757,0,0.498740805,2,,
0.461947692,0,0.50919703,3,,
0.500976831,1,0.487958569,2,,
0.508199897,1,0.452550376,2,,
0.50503133,1,0.511457639,3,,
0.479693124,0,0.466244225,2,,
0.502130555,1,0.477015341,2,,
0.458805748,0,0.507591389,3,,
0.515665718,1,0.507601847,3,,
0.507921777,1,0.474801187,2,,
0.485815804,0,0.453695008,2,,
0.461895963,0,0.461175383,2,,
0.446735092,0,0.454125531,2,,
0.515228351,1,0.506086817,3,,
0.514490406,1,0.456866249,2,,
0.503662337,1,0.460852357,2,,
0.483501547,0,0.513115278,3,,
0.460935314,0,0.510726534,3,,
0.512358382,1,0.498725158,2,,
0.506146133,1,0.491411722,2,,
0.511995338,1,0.5123494,3,,
0.500587057,1,0.50820671,3,,
0.505861009,1,0.45472483,2,,
0.480476946,0,0.490994941,2,,
0.45623954,0,0.49346168,2,,
0.45315014,0,0.46693531,2,,
0.483334011,0,0.469923037,2,,
0.452996956,0,0.448569451,2,,
0.511251785,1,0.472369154,2,,
0.450032575,0,0.476845209,2,,
0.449329561,0,0.44895036,2,,
0.471435668,0,0.510623466,3,,
0.466240865,0,0.514348479,3,,
0.471624821,0,0.493678477,2,,
0.44404022,0,0.44900743,2,,
0.513071768,1,0.473297923,2,,
0.472562618,0,0.495284022,2,,
0.511946069,1,0.499147566,2,,
0.485983011,0,0.507314571,3,,
0.51209469,1,0.510324342,3,,
0.455528628,0,0.506429456,3,,
0.511253007,1,0.499315875,2,,
0.50844397,1,0.476600009,2,,
0.513471611,1,0.463053359,2,,
0.487670735,0,0.461061894,2,,
0.510907322,1,0.5123589,3,,
0.456454911,0,0.458278359,2,,
0.497706844,0,0.468077468,2,,
0.470968042,0,0.488204421,2,,
0.513175299,1,0.456352374,2,,
0.511921885,1,0.452738793,2,,
0.470376619,0,0.504081764,3,,
0.457652097,0,0.464327817,2,,
0.455354676,0,0.493412661,2,,
0.453064393,0,0.50601426,3,,
0.507442653,1,0.503976239,3,,
0.496936201,0,0.51570748,3,,
0.507336736,1,0.458303945,2,,
0.480816434,0,0.460876485,2,,
0.491701207,0,0.48653366,2,,
0.477284101,0,0.515156243,3,,
0.51753749,1,0.473405208,2,,
0.514179245,1,0.51059242,3,,
0.468306365,0,0.461054842,2,,
0.504422365,1,0.507510882,3,,
0.508506789,1,0.511589544,3,,
0.494620588,0,0.470320739,2,,
0.500277155,1,0.509297131,3,,
0.499375248,0,0.490623692,2,,
0.514859613,1,0.506221284,3,,
0.459443423,0,0.513342744,3,,
0.457011797,0,0.466532611,2,,
0.459169693,0,0.478175294,2,,
0.495161988,0,0.514210647,3,,
0.468447324,0,0.510251846,3,,
0.501965047,1,0.501745085,3,,
0.515538692,1,0.509293442,3,,
0.515845914,1,0.480878742,2,,
0.473442195,0,0.507041362,3,,
0.512166505,1,0.463620531,2,,
0.458895531,0,0.467901019,2,,
0.465415979,0,0.501609989,3,,
0.467113196,0,0.514079737,3,,
0.502140552,1,0.513047497,3,,
0.470378662,0,0.512798484,3,,
0.458308255,0,0.504142075,3,,
0.505954658,1,0.486982475,2,,
0.477465214,0,0.512464712,3,,
0.460946599,0,0.505520841,3,,
0.500868619,1,0.462649772,2,,
0.498023665,0,0.504434561,3,,
0.502104378,1,0.485295624,2,,
0.472266579,0,0.515952814,3,,
0.4839393,0,0.4773206,2,,
0.49804336,0,0.462094214,2,,
0.493896328,0,0.514975664,3,,
0.509571381,1,0.482925382,2,,
0.469917838,0,0.467462638,2,,
0.505753274,1,0.513002618,3,,
0.506473411,1,0.498523164,2,,
0.510316621,1,0.510250301,3,,
0.502329268,1,0.482087157,2,,
0.515385369,1,0.465181646,2,,
0.458275338,0,0.505166101,3,,
0.467961121,0,0.506995369,3,,
0.507860862,1,0.473068582,2,,
0.456696932,0,0.508548512,3,,
0.464384022,0,0.481208193,2,,
0.491780528,0,0.514587414,3,,
0.519803038,1,0.460036016,2,,
0.506833275,1,0.495711853,2,,
0.455190492,0,0.512777023,3,,
0.48459729,0,0.517143098,3,,
0.508377403,1,0.452584955,2,,
0.505812501,1,0.455727685,2,,
0.503773288,1,0.467243875,2,,
0.45465176,0,0.511940704,3,,
0.504688245,1,0.507119811,3,,
0.457069959,0,0.479049841,2,,
0.457259994,0,0.459844019,2,,
0.482685174,0,0.515291045,3,,
0.511142622,1,0.505159049,3,,
0.461903609,0,0.507436622,3,,
0.499285988,0,0.479768659,2,,
0.507137818,1,0.447387335,2,,
0.478756486,0,0.508238302,3,,
0.485351773,0,0.514925869,3,,
0.4602205,0,0.519966414,3,,
0.48305231,0,0.458890558,2,,
0.484894201,0,0.515875584,3,,
0.504277471,1,0.514960483,3,,
0.508257812,1,0.465769945,2,,
0.462662143,0,0.462758959,2,,
0.516298209,1,0.461271283,2,,
0.510893006,1,0.443062831,2,,
0.470344308,0,0.511018376,3,,
0.450638277,0,0.511002041,3,,
0.511115233,1,0.448540604,2,,
0.482276853,0,0.461301006,2,,
0.462363906,0,0.455751262,2,,
0.505966042,1,0.513791498,3,,
0.480858964,0,0.454765313,2,,
0.513946909,1,0.454273657,2,,
0.466338046,0,0.463591058,2,,
0.459046304,0,0.502574907,3,,
0.445098558,0,0.496880525,2,,
0.511577258,1,0.483303156,2,,
0.506764295,1,0.513638311,3,,
0.458414928,0,0.455363929,2,,
0.4592586,0,0.514239698,3,,
0.513058217,1,0.508159116,3,,
0.507162315,1,0.461061919,2,,
0.504818758,1,0.447276832,2,,
0.476898729,0,0.516369131,3,,
0.504366362,1,0.462945386,2,,
0.456456829,0,0.504401024,3,,
0.499534743,0,0.510019339,3,,
0.502725193,1,0.5083367,3,,
0.458235217,0,0.511786491,3,,
0.481887881,0,0.496111741,2,,
0.508259501,1,0.477974077,2,,
0.479020857,0,0.477303556,2,,
0.512312166,1,0.509695405,3,,
0.504514285,1,0.458148374,2,,
0.479097729,0,0.473909846,2,,
0.507716495,1,0.50915404,3,,
0.50517682,1,0.473657202,2,,
0.465219957,0,0.508984493,3,,
0.455976232,0,0.470998704,2,,
0.468174768,0,0.475210843,2,,
0.506076131,1,0.488982998,2,,
0.497792317,0,0.470946209,2,,
0.475797217,0,0.466224324,2,,
0.501827922,1,0.512718408,3,,
0.459039694,0,0.491079672,2,,
0.494673337,0,0.492284765,2,,
0.506597277,1,0.459734136,2,,
0.497816174,0,0.47833577,2,,
0.456516985,0,0.479379235,2,,
0.49725941,0,0.455771522,2,,
0.500027792,1,0.51372631,3,,
0.483576475,0,0.471826048,2,,
0.502711886,1,0.486674676,2,,
0.454139004,0,0.476712423,2,,
0.45913366,0,0.505892822,3,,
0.471612919,0,0.487612548,2,,
0.481569037,0,0.505257916,3,,
0.516329511,1,0.489278221,2,,
0.463740594,0,0.500378207,3,,
0.49788463,0,0.510851286,3,,
0.508988926,1,0.504830505,3,,
0.503202201,1,0.519166367,3,,
0.499450705,0,0.503634179,3,,
0.51253166,1,0.510234935,3,,
0.458703636,0,0.512686681,3,,
0.516557963,1,0.475656071,2,,
0.460438954,0,0.507552096,3,,
0.501622394,1,0.471836973,2,,
0.452389615,0,0.478051839,2,,
0.480261194,0,0.45246513,2,,
0.475280305,0,0.513215241,3,,
0.48231537,0,0.505776725,3,,
0.479410023,0,0.472039635,2,,
0.483656799,0,0.51047955,3,,
0.472401829,0,0.489799755,2,,
0.507468152,1,0.461173748,2,,
0.479877769,0,0.457174572,2,,
0.495863254,0,0.485373627,2,,
0.515796416,1,0.474098093,2,,
0.507720611,1,0.465924572,2,,
0.482299827,0,0.460671741,2,,
0.510812152,1,0.51193419,3,,
0.467329176,0,0.51269244,3,,
0.498238335,0,0.513983822,3,,
0.47448201,0,0.516020379,3,,
0.462563865,0,0.465316113,2,,
0.45327609,0,0.51547906,3,,
0.484868809,0,0.452859882,2,,
0.48496923,0,0.512436747,3,,
0.48438668,0,0.452829852,2,,
0.460315417,0,0.512991193,3,,
0.495024882,0,0.510509644,3,,
0.517025445,1,0.503981961,3,,
0.509395686,1,0.457986806,2,,
0.480090547,0,0.48212736,2,,
0.494587894,0,0.463084088,2,,
0.478939843,0,0.510195187,3,,
0.476824788,0,0.469041463,2,,
0.462369387,0,0.506983151,3,,
0.509329475,1,0.46480324,2,,
0.497733061,0,0.459247914,2,,
0.511645793,1,0.466982712,2,,
0.464356854,0,0.476534708,2,,
0.459005522,0,0.50589303,3,,
0.451306175,0,0.511303676,3,,
0.451923675,0,0.512632886,3,,
0.509083048,1,0.454065499,2,,
0.505280259,1,0.493959661,2,,
0.475222926,0,0.442616509,2,,
0.468483512,0,0.51458395,3,,
0.45994502,0,0.457991897,2,,
0.461285721,0,0.51515679,3,,
0.481309171,0,0.474897046,2,,
0.479215616,0,0.511442302,3,,
0.481672987,0,0.506595192,3,,
0.449339713,0,0.512082932,3,,
0.503685196,1,0.472934841,2,,
0.507197295,1,0.46893753,2,,
0.459304385,0,0.473089504,2,,
0.467440667,0,0.483043895,2,,
0.513296027,1,0.487514581,2,,
0.505972186,1,0.460958322,2,,
0.455846169,0,0.50568366,3,,
0.497556777,0,0.479176232,2,,
0.448656677,0,0.466506035,2,,
0.471958902,0,0.457737735,2,,
0.498153306,0,0.461994725,2,,
0.514149056,1,0.511711085,3,,
0.460566471,0,0.460285084,2,,
0.46858025,0,0.511828733,3,,
0.478040812,0,0.51172954,3,,
0.467591361,0,0.459811955,2,,
0.508292612,1,0.513412631,3,,
0.473845247,0,0.469017827,2,,
0.473446688,0,0.449505897,2,,
0.506661381,1,0.456199882,2,,
0.459815904,0,0.487845732,2,,
0.459984018,0,0.454792962,2,,
0.457662472,0,0.511367371,3,,
0.515510432,1,0.479654373,2,,
0.460931778,0,0.455540865,2,,
0.502855921,1,0.510357571,3,,
0.503253882,1,0.459016158,2,,
0.463127065,0,0.507833154,3,,
0.480942884,0,0.466280783,2,,
0.469189977,0,0.468203088,2,,
0.505193646,1,0.508075675,3,,
0.510367039,1,0.505491427,3,,
0.508349591,1,0.464104457,2,,
0.470588105,0,0.505989401,3,,
0.457072543,0,0.470048765,2,,
0.485671327,0,0.468946757,2,,
0.468419299,0,0.488891206,2,,
0.508745778,1,0.452326344,2,,
0.511963968,1,0.454499624,2,,
0.513997749,1,0.505114757,3,,
0.486230083,0,0.514105564,3,,
0.512194381,1,0.489153035,2,,
0.5117062,1,0.483302024,2,,
0.459092676,0,0.480404679,2,,
0.505074708,1,0.480199039,2,,
0.509708037,1,0.514627557,3,,
0.469373798,0,0.47752008,2,,
0.516253409,1,0.504430069,3,,
0.511594454,1,0.489232265,2,,
0.509892169,1,0.505530464,3,,
0.487946101,0,0.475998354,2,,
0.499709805,0,0.504195164,3,,
0.499377973,0,0.466934685,2,,
0.516142233,1,0.506225231,3,,
0.501833687,1,0.504889249,3,,
0.471448726,0,0.450340243,2,,
0.504294737,1,0.44976028,2,,
0.454541898,0,0.51433267,3,,
0.504538058,1,0.464150101,2,,
0.514852949,1,0.506846182,3,,
0.511597734,1,0.511555222,3,,
0.501365172,1,0.458085821,2,,
0.460719822,0,0.46282509,2,,
0.51182825,1,0.478616172,2,,
0.488235087,0,0.461571418,2,,
0.497910357,0,0.51256279,3,,
0.463085346,0,0.507451131,3,,
0.499896473,0,0.501281465,3,,
0.494586312,0,0.467909736,2,,
0.512231779,1,0.464999135,2,,
0.469857717,0,0.451124969,2,,
0.470083965,0,0.465769044,2,,
0.501363842,1,0.466268588,2,,
0.453981081,0,0.511937978,3,,
0.486299023,0,0.47175892,2,,
0.457192889,0,0.476427528,2,,
0.494116492,0,0.451830422,2,,
0.511003626,1,0.466164468,2,,
0.483260975,0,0.470897472,2,,
0.460685249,0,0.454809712,2,,
0.494149225,0,0.503510812,3,,
0.46248905,0,0.484415372,2,,
0.498362406,0,0.506181205,3,,
0.499689245,0,0.506416618,3,,
0.466333069,0,0.511533319,3,,
0.493109169,0,0.470002484,2,,
0.460829657,0,0.464280097,2,,
0.507961874,1,0.509414627,3,,
0.499046401,0,0.515933059,3,,
0.502433653,1,0.504470828,3,,
0.502453218,1,0.479091423,2,,
0.497239693,0,0.518911185,3,,
0.459101807,0,0.457841284,2,,
0.462920812,0,0.481669429,2,,
0.459012701,0,0.512335369,3,,
0.506069739,1,0.46164863,2,,
0.512837048,1,0.469521502,2,,
0.456293916,0,0.449204197,2,,
0.507404909,1,0.512163982,3,,
0.51501996,1,0.483339325,2,,
0.470370364,0,0.467364475,2,,
0.48409763,0,0.509102827,3,,
0.483291004,0,0.479763011,2,,
0.495666591,0,0.502996387,3,,
0.511391623,1,0.512600914,3,,
0.514278452,1,0.506351638,3,,
0.454106309,0,0.479428434,2,,
0.503941043,1,0.461914316,2,,
0.457602844,0,0.506544896,3,,
0.515602755,1,0.515054686,3,,
0.507286347,1,0.452173999,2,,
0.503977396,1,0.510124596,3,,
0.505900966,1,0.446278783,2,,
0.45828615,0,0.48476205,2,,
0.508087557,1,0.512970979,3,,
0.507757822,1,0.513921281,3,,
0.510568683,1,0.485746018,2,,
0.470576517,0,0.509904027,3,,
0.503689756,1,0.513125776,3,,
0.511205916,1,0.511417555,3,,
0.492879314,0,0.486772115,2,,
0.501375034,1,0.510117436,3,,
0.509181805,1,0.510985467,3,,
0.488732318,0,0.512233938,3,,
0.514197205,1,0.485241266,2,,
0.455674194,0,0.507688224,3,,
0.506141516,1,0.476354503,2,,
0.46024053,0,0.480839932,2,,
0.486287952,0,0.466415457,2,,
0.51462478,1,0.452321977,2,,
0.518271046,1,0.471938087,2,,
0.455944034,0,0.471191976,2,,
0.501446331,1,0.513229184,3,,
0.510680018,1,0.468158622,2,,
0.480688177,0,0.511039481,3,,
0.448118476,0,0.496693158,2,,
0.51270799,1,0.50687054,3,,
0.517058177,1,0.505083392,3,,
0.46389814,0,0.46836541,2,,
0.477345569,0,0.510048022,3,,
0.513080962,1,0.463242969,2,,
0.507284864,1,0.505094526,3,,
0.500587515,1,0.475485718,2,,
0.466944042,0,0.510559117,3,,
0.509601809,1,0.519832931,3,,
0.469956,0,0.472166526,2,,
0.468595659,0,0.452965334,2,,
0.457363383,0,0.502352715,3,,
0.507505631,1,0.450998624,2,,
0.479959405,0,0.450630635,2,,
0.456897354,0,0.509839077,3,,
0.503879265,1,0.457228156,2,,
0.466430196,0,0.51198704,3,,
0.503525099,1,0.46432293,2,,
0.501470938,1,0.469213879,2,,
0.479795872,0,0.504845578,3,,
0.469538678,0,0.468465798,2,,
0.452999563,0,0.508586878,3,,
0.472490122,0,0.496297155,2,,
0.503042452,1,0.516702333,3,,
0.504053161,1,0.503157748,3,,
0.458599436,0,0.511039686,3,,
0.479816721,0,0.513728001,3,,
0.464400804,0,0.50546355,3,,
0.466067458,0,0.468933966,2,,
0.509448927,1,0.496292518,2,,
0.504261597,1,0.515826314,3,,
0.443251291,0,0.462135635,2,,
0.455685115,0,0.510519987,3,,
0.469885722,0,0.458270102,2,,
0.481279835,0,0.459900411,2,,
0.478330645,0,0.478323817,2,,
0.459883522,0,0.479770951,2,,
0.503111637,1,0.516617987,3,,
0.502854784,1,0.510911382,3,,
0.505145991,1,0.454746508,2,,
0.510849349,1,0.474504883,2,,
0.497039642,0,0.466897636,2,,
0.457670996,0,0.478599243,2,,
0.507909493,1,0.4531849,2,,
0.462183365,0,0.48350277,2,,
0.491632944,0,0.481912768,2,,
0.469561521,0,0.489095344,2,,
0.454271952,0,0.450004751,2,,
0.511772214,1,0.50696114,3,,
0.494678816,0,0.473867883,2,,
0.475699588,0,0.513221619,3,,
